DATASET: ca4663.tsp
48816.7 56866.7
48816.7 56533.3
48850 56466.7
48966.7 56033.3
48950 54550
48900 54433.3
48783.3 54216.7
48683.3 54116.7
48416.7 53883.3
47916.7 53366.7
47766.7 53216.7
47750 53200
47783.3 53166.7
47800 53166.7
47633.3 52850
47650 52933.3
47683.3 53250
60433.3 121250
63700 135867
63783.3 137300
63733.3 137650
64066.7 139417
64100 139433
64066.7 139450
64033.3 139433
63766.7 139100
63566.7 137450
63600 135917
61983.3 132450
60116.7 128800
54266.7 113867
53800 112917
52450 110833
51466.7 109133
50600 107817
50500 107767
50450 108083
50450 108450
50416.7 109883
50566.7 111900
52616.7 121700
54333.3 130450
54066.7 131783
54016.7 132150
53850 132117
54016.7 130600
54066.7 130450
53950 130250
52133.3 123700
52083.3 123283
52100 119300
51133.3 112083
51100 111583
51200 106867
51233.3 105433
51200 102800
51133.3 100483
51050 99783.3
50866.7 98100
50783.3 97566.7
50633.3 97000
50433.3 96566.7
50150 95883.3
44150 81033.3
43866.7 79866.7
43783.3 79600
43700 79500
43166.7 79050
43133.3 79100
43100 79050
43083.3 79050
42983.3 79250
43033.3 79283.3
43166.7 79466.7
43650 79933.3
43633.3 80033.3
43766.7 80066.7
43783.3 79933.3
43966.7 79250
44016.7 78716.7
44233.3 77033.3
44333.3 76166.7
45283.3 67266.7
45316.7 67200
45183.3 66333.3
45250 66100
45266.7 66066.7
45300 66200
45850 70650
46033.3 71916.7
46183.3 72500
46283.3 72833.3
48100 79716.7
48150 79950
48150 80033.3
48066.7 80016.7
48016.7 79950
47800 79816.7
47816.7 79866.7
47816.7 80000
47900 83183.3
48083.3 84550
48566.7 88733.3
49966.7 98766.7
51433.3 109883
54150 129950
54183.3 130017
54066.7 130100
53433.3 129267
52450 125300
50683.3 117483
50516.7 116033
50350 113767
50216.7 113150
50066.7 112250
49883.3 111050
49866.7 110900
49516.7 108817
49233.3 107733
49100 106367
44733.3 81133.3
44600 80583.3
44583.3 79866.7
44600 79416.7
44983.3 77733.3
45033.3 76700
45566.7 73850
45600 73733.3
45616.7 73750
45616.7 73783.3
45550 74866.7
45533.3 75283.3
45566.7 76766.7
45516.7 79300
45533.3 79316.7
44550 80450
42333.3 82950
42316.7 82983.3
42316.7 83000
42166.7 82816.7
42133.3 82750
42050 82583.3
41966.7 82533.3
41800 82650
41983.3 82933.3
42100 83100
57900 131150
59416.7 134467
59716.7 135050
59616.7 135117
60133.3 137017
60300 137000
60366.7 137050
59850 134983
59966.7 134900
59650 134667
58633.3 133533
54550 130417
51033.3 127517
50916.7 127283
50633.3 127250
50400 125967
50333.3 125483
50366.7 125150
50416.7 121350
50366.7 119350
50350 112633
50333.3 110083
50450 106900
50400 105717
50300 105133
50216.7 103450
50150 102933
50416.7 102917
50416.7 103267
50483.3 103433
50533.3 103667
50566.7 104450
50750 104867
50800 104917
51066.7 105433
51366.7 106133
51500 106283
51616.7 106433
52100 107000
52866.7 108300
53183.3 108767
53900 110900
54445.3 112098
54748.1 112804
57066.7 117550
59033.3 122433
61950 128267
63916.7 135483
63633.3 135450
61866.7 134933
61433.3 134633
61250 134617
61333.3 134350
70166.7 124667
71983.3 125200
76233.3 119333
55983.3 87650
48566.7 78116.7
46516.7 75350
45650 74333.3
45466.7 74300
45633.3 74366.7
45683.3 74400
48166.7 79533.3
48766.7 80666.7
51616.7 85933.3
52216.7 87883.3
52583.3 91533.3
53033.3 93233.3
53266.7 93566.7
52950 91333.3
52766.7 90783.3
51550 87983.3
50416.7 84366.7
47250 72250
46883.3 71166.7
46883.3 71150
46900 71133.3
46966.7 71016.7
46966.7 70950
47316.7 70150
47433.3 69883.3
47616.7 69633.3
47766.7 69483.3
48016.7 69333.3
48033.3 69216.7
48116.7 69166.7
48200 69016.7
48283.3 68866.7
48366.7 68700
48016.7 69050
47916.7 69100
47833.3 69533.3
47766.7 69950
47733.3 69983.3
47666.7 72266.7
47850 73550
53483.3 104983
53466.7 105117
53450 105367
53500 105567
53416.7 105533
53366.7 104017
53283.3 103583
52050 95483.3
49850 81616.7
47983.3 71433.3
46700 64216.7
46683.3 64183.3
46666.7 64066.7
46466.7 64733.3
46366.7 64750
46466.7 65250
46450 66400
46533.3 67166.7
46600 67733.3
49650 91000
51766.7 105750
52000 106983
52066.7 107433
52050 107550
52033.3 107550
51800 107417
51916.7 107117
51800 106500
50783.3 101283
50066.7 97216.7
49733.3 95200
46050 73116.7
45833.3 71666.7
45750 70700
45450 66350
45383.3 66000
45200 64616.7
45183.3 64450
45166.7 64366.7
45100 64250
45150 64166.7
45200 64116.7
45216.7 64016.7
45266.7 63866.7
45316.7 63783.3
45716.7 63283.3
47550 61566.7
51600 56716.7
52733.3 55833.3
53466.7 55766.7
53500 55783.3
67950 64916.7
70450 68566.7
72700 78000
73033.3 85166.7
68533.3 89816.7
65933.3 90816.7
55733.3 101317
54100 102817
53550 103417
53150 103467
52866.7 102983
52666.7 102533
51866.7 101917
51566.7 101900
51516.7 101800
51233.3 101350
51216.7 101150
51166.7 100700
51516.7 100400
51783.3 100533
52083.3 100800
52383.3 101100
52400 102233
52466.7 102650
52600 103250
52616.7 103383
52783.3 105083
52866.7 105400
53016.7 105800
53083.3 106067
54355.3 108628
55755.8 111041
58400 114750
58366.7 114850
58383.3 115117
58400 116000
58400 116033
55632.5 111083
54129.7 108435
52783.3 105733
52066.7 104250
49633.3 98700
49200 97550
42966.7 82400
42883.3 82150
42550 81966.7
42433.3 81883.3
42583.3 82166.7
42583.3 82366.7
42400 82183.3
42333.3 82000
42700 81083.3
43900 78683.3
44433.3 77616.7
48950 68650
53333.3 60416.7
53533.3 60150
55450 60216.7
55850 60866.7
56550 61683.3
51883.3 74283.3
49600 83166.7
49616.7 83266.7
49600 87950
49583.3 99450
49483.3 106017
49350 120083
49316.7 124983
49366.7 126250
49483.3 126400
49600 126633
49850 126750
49833.3 126933
49983.3 127150
59600 133817
59633.3 133850
60633.3 134983
60650 135000
60516.7 134917
60450 134850
60383.3 134833
60183.3 134717
60066.7 134583
59583.3 133717
55766.7 120233
55716.7 120133
55450 119900
55416.7 117317
55433.3 116483
55366.7 115933
55316.7 115717
55066.7 114033
54820.6 112879
54025.3 109161
53366.7 106600
53000 105250
45683.3 73633.3
45666.7 73566.7
45650 73483.3
45683.3 73433.3
45766.7 73350
46216.7 72433.3
47450 69150
47533.3 68916.7
47600 68800
47683.3 68883.3
47800 69150
47916.7 69500
48433.3 71033.3
48433.3 71066.7
48383.3 71683.3
48333.3 72133.3
48333.3 72166.7
48116.7 75216.7
48116.7 75366.7
47916.7 74616.7
47883.3 74183.3
47900 73883.3
48100 72183.3
48233.3 70183.3
48350 69416.7
48783.3 67700
48850 67516.7
48866.7 67450
48900 67333.3
48933.3 67166.7
48983.3 66983.3
49083.3 66683.3
50200 66383.3
52916.7 66866.7
54816.7 66883.3
54800 66816.7
50350 59816.7
49016.7 57616.7
47866.7 55850
47516.7 55450
47500 55450
47500 55783.3
47483.3 55833.3
46900 65183.3
46883.3 65516.7
46716.7 71266.7
46683.3 71883.3
46450 79883.3
46433.3 80300
46383.3 80816.7
46366.7 81316.7
46366.7 81516.7
46100 81716.7
46050 81783.3
46250 81766.7
46266.7 81883.3
46200 82083.3
46200 82666.7
46183.3 82950
46200 83150
46233.3 83333.3
46250 83550
46283.3 83783.3
49100 105167
49066.7 105383
49183.3 105600
49300 105417
49400 105117
49366.7 104067
49316.7 103250
49266.7 102283
47450 72783.3
47316.7 70566.7
47316.7 70183.3
47200 68833.3
46816.7 65800
46833.3 65783.3
46900 65633.3
46950 65600
46983.3 65566.7
46983.3 65550
47116.7 65600
47283.3 65616.7
47966.7 66283.3
48066.7 66366.7
48133.3 66300
48100 66100
48066.7 65566.7
47783.3 59233.3
47683.3 55466.7
47783.3 53483.3
47733.3 53250
47716.7 52833.3
47650 52733.3
47633.3 52683.3
47716.7 52716.7
47766.7 52766.7
48400 53350
48850 53983.3
49266.7 54500
49350 54516.7
49333.3 54733.3
49333.3 55083.3
49216.7 65133.3
49416.7 67316.7
49700 74583.3
49800 95116.7
49833.3 101533
49966.7 112550
50233.3 121100
50300 125200
50233.3 125283
50383.3 127433
50433.3 127483
50533.3 127600
50600 127583
51583.3 120117
52300 114283
52300 114083
52266.7 113800
52200 113233
52116.7 113200
52033.3 112750
51850 112850
51833.3 113233
51800 113600
49016.7 125000
48833.3 125150
48933.3 125517
49133.3 125900
49150 125917
49183.3 125917
49283.3 126050
49766.7 125100
49783.3 125067
50066.7 124983
50100 125033
54516.7 126850
54766.7 127167
54883.3 127267
54950 127317
55150 127750
55100 128067
55066.7 128200
55350 127683
55250 127667
55250 127583
55100 127367
55033.3 127333
54483.3 125667
53350 122533
51083.3 114083
50716.7 112983
50633.3 112700
50783.3 112467
50816.7 112667
50916.7 114067
51666.7 119517
51633.3 120033
51650 120033
51783.3 119317
51466.7 108850
51483.3 107517
51166.7 100283
49116.7 68383.3
48833.3 64600
48500 59116.7
48516.7 58900
48566.7 58816.7
48550 58916.7
48350 64616.7
48433.3 68150
48433.3 68516.7
48350 70883.3
48333.3 70883.3
48333.3 70866.7
48250 69550
48250 67250
48200 58866.7
48133.3 53916.7
48166.7 53716.7
48183.3 53533.3
48133.3 53583.3
48100 53750
48050 53766.7
47883.3 54250
47650 54933.3
47616.7 55233.3
47550 55933.3
47600 56416.7
46683.3 60366.7
46616.7 61016.7
46416.7 62566.7
46416.7 62700
46533.3 64050
46583.3 65333.3
49116.7 109267
49483.3 114983
49500 115067
50266.7 119267
50233.3 119367
50666.7 120333
50683.3 120367
50750 120850
50783.3 120783
51233.3 118950
52083.3 114750
52033.3 113950
51916.7 109133
51950 108617
51966.7 108367
51966.7 105867
52016.7 104067
52533.3 56300
52583.3 55883.3
52366.7 55650
52450 55666.7
52450 55683.3
52550 55733.3
52550 55783.3
52600 55766.7
52683.3 55866.7
53650 57050
53616.7 57433.3
48416.7 77516.7
48383.3 77666.7
47550 79233.3
47416.7 79283.3
47183.3 79316.7
45916.7 76916.7
45650 76033.3
45633.3 75933.3
45466.7 75700
45450 75683.3
45433.3 75733.3
45500 75816.7
45516.7 75866.7
45516.7 76000
45516.7 76233.3
45600 76483.3
45516.7 76416.7
45333.3 76283.3
45350 76033.3
45333.3 75900
45333.3 75683.3
45333.3 75600
45283.3 74850
45300 74633.3
45350 74500
45033.3 74900
45000 75000
44933.3 76683.3
44650 79033.3
44650 79266.7
44750 79333.3
44766.7 79333.3
45300 78033.3
45533.3 77100
45733.3 76850
46233.3 76016.7
49300 69583.3
53300 60300
54133.3 57416.7
54216.7 58133.3
54166.7 58433.3
52166.7 103517
52200 103800
52133.3 104533
52183.3 104833
52200 104983
52416.7 104500
52366.7 103833
52066.7 102650
50250 87216.7
50016.7 85216.7
48833.3 72516.7
48666.7 71816.7
48633.3 71700
48583.3 71550
48666.7 71516.7
48550 71316.7
48683.3 71366.7
58766.7 69116.7
66266.7 67150
81716.7 64716.7
82483.3 62250
67550 64033.3
67533.3 63750
66666.7 61366.7
53300 55950
53016.7 55833.3
52966.7 55800
52900 55850
47850 65766.7
47050 67733.3
45833.3 71383.3
45483.3 72600
45233.3 73800
45166.7 74133.3
44750 79700
44750 79766.7
44750 79816.7
45166.7 81333.3
45250 81666.7
45550 82016.7
45650 81983.3
45733.3 81800
45916.7 79983.3
46016.7 77450
46016.7 74766.7
46033.3 74200
46433.3 63866.7
46450 63450
46416.7 62433.3
46383.3 61066.7
46366.7 60516.7
46900 55966.7
47150 55133.3
47183.3 55050
47166.7 55166.7
46550 61033.3
46166.7 65883.3
45616.7 71616.7
45550 73233.3
45533.3 73350
45250 75916.7
45216.7 76200
45133.3 76133.3
44900 76016.7
44916.7 75833.3
44900 75183.3
44950 75066.7
45133.3 74350
45233.3 74250
45566.7 73900
45633.3 73850
45966.7 73716.7
46033.3 73700
46316.7 73650
47683.3 73050
48700 72650
48883.3 72666.7
64033.3 72650
68616.7 71133.3
66566.7 71300
48583.3 71633.3
48566.7 71633.3
48683.3 71666.7
65133.3 77633.3
68766.7 81200
69400 81800
71333.3 84950
70950 84833.3
64133.3 83166.7
56533.3 79233.3
51483.3 78766.7
48616.7 78366.7
48216.7 78383.3
46716.7 79100
46333.3 79416.7
46300 79450
46366.7 79933.3
46350 80416.7
46300 80800
46400 81166.7
48616.7 93416.7
49533.3 98550
49916.7 101083
49966.7 101250
50066.7 101517
50016.7 101367
49200 98900
43733.3 81700
43466.7 80533.3
43450 80500
43483.3 80483.3
43600 80550
43566.7 80933.3
43516.7 81166.7
43550 81383.3
43600 81533.3
52050 108967
52350 110117
52350 110267
52750 110450
52683.3 110133
52450 108267
52083.3 103833
51900 102350
48816.7 80816.7
46366.7 63550
46350 63350
46300 63216.7
46250 63116.7
46233.3 63133.3
45833.3 63583.3
45850 63650
45783.3 63633.3
45683.3 63550
45550 63550
45466.7 63600
45416.7 64033.3
45416.7 64550
45466.7 64783.3
45716.7 67000
46133.3 70366.7
46116.7 70666.7
46116.7 70683.3
46216.7 71083.3
46216.7 71383.3
46250 71516.7
46216.7 71766.7
46166.7 71883.3
46166.7 72233.3
46000 72916.7
45883.3 73283.3
45850 73483.3
45766.7 75583.3
45900 77283.3
46133.3 80433.3
46166.7 80700
46333.3 83933.3
49083.3 117817
49050 118467
49133.3 118683
49150 118567
49100 117717
49100 116517
49083.3 116100
46233.3 64533.3
46183.3 61266.7
46100 60500
46150 60283.3
46116.7 60233.3
46016.7 60650
45683.3 61433.3
45050 63133.3
44966.7 63516.7
44883.3 63833.3
44728.9 63664.4
44666.7 63566.7
44650 63550
44650 63600
44700 63883.3
44666.7 63950
44983.3 64133.3
45066.7 64183.3
45400 64316.7
45516.7 64333.3
45716.7 64250
45733.3 64216.7
46650 60966.7
46900 60466.7
47000 60466.7
47000 60516.7
46216.7 64533.3
42650 80816.7
42316.7 82850
42316.7 82900
42333.3 83033.3
42300 83066.7
42283.3 83066.7
49183.3 100500
50050 102283
50800 103550
50933.3 104500
50983.3 104850
51066.7 104950
50950 104200
50900 103850
50766.7 103783
50533.3 103867
49716.7 104600
49616.7 104750
49466.7 104283
49400 103700
49400 103400
49183.3 95966.7
48866.7 80850
48666.7 67333.3
48666.7 54050
48650 53766.7
48666.7 53650
48700 53800
53250 113783
53916.7 122767
53983.3 123600
54016.7 124017
53916.7 124167
53866.7 123900
53400 122567
51700 114633
51666.7 114133
51283.3 112317
49516.7 105617
44066.7 81583.3
43916.7 80883.3
43833.3 80850
43683.3 80433.3
43550 80250
43266.7 79933.3
43333.3 79883.3
43316.7 79800
43433.3 79666.7
43516.7 79616.7
43550 79583.3
43533.3 79650
43583.3 79716.7
43516.7 79883.3
43383.3 80316.7
43350 80300
43133.3 80266.7
42933.3 80283.3
42850 80500
43133.3 80750
43316.7 80833.3
43616.7 80583.3
43833.3 80533.3
44250 80550
44316.7 80533.3
44500 80216.7
44750 79900
44766.7 79933.3
45600 80366.7
45883.3 80733.3
45983.3 80716.7
46483.3 80533.3
46633.3 80433.3
46583.3 80183.3
46566.7 79416.7
47500 69933.3
47550 68650
47700 65166.7
47700 64850
47600 55916.7
47650 55233.3
47816.7 53450
47866.7 53366.7
47900 53083.3
48000 53000
48033.3 52983.3
47500 53016.7
46666.7 53083.3
46716.7 53266.7
46733.3 53366.7
46800 53650
47466.7 69000
47483.3 69283.3
47566.7 70200
48766.7 79000
48800 79200
49533.3 83833.3
52250 102667
52633.3 104883
52866.7 105783
53366.7 107817
53533.3 109450
53750 112433
53750 112783
53750 113533
53800 113650
53700 114100
53700 114183
53533.3 114000
53533.3 113917
53550 113500
53566.7 113400
53016.7 106000
52983.3 105433
52900 104783
52866.7 104467
52850 103717
52533.3 101067
52366.7 97033.3
52100 94300
51266.7 80650
51316.7 76900
51733.3 56416.7
52233.3 55833.3
52300 55833.3
52350 55683.3
52266.7 55583.3
52216.7 55633.3
52016.7 55833.3
51516.7 56133.3
51400 56416.7
51183.3 56833.3
50716.7 57366.7
47833.3 64700
47783.3 64950
47683.3 65433.3
47366.7 68333.3
47100 69983.3
46966.7 70550
46783.3 71200
46766.7 71250
46783.3 71300
46783.3 71383.3
46883.3 71833.3
48000 80650
48583.3 85283.3
48716.7 86383.3
48900 87683.3
48950 88283.3
49250 90566.7
49416.7 91666.7
49616.7 92316.7
49783.3 92833.3
49800 93083.3
49850 93383.3
49983.3 94650
50116.7 96033.3
50083.3 96666.7
50066.7 97450
50133.3 99100
50150 99450
50116.7 100033
49966.7 100100
49966.7 99950
49866.7 99916.7
49883.3 99700
49666.7 96666.7
48900 88350
48833.3 87516.7
48750 86366.7
47483.3 70383.3
47450 69750
47433.3 69416.7
47450 69216.7
47433.3 69050
47433.3 69033.3
47383.3 68900
47400 68866.7
47333.3 68666.7
46733.3 65833.3
46716.7 65416.7
46616.7 65050
46683.3 64866.7
46733.3 64966.7
47433.3 70500
48500 77666.7
48666.7 78700
49250 81666.7
49283.3 81850
49133.3 85800
49133.3 88333.3
49083.3 90283.3
49050 90466.7
49100 94316.7
49183.3 97933.3
49200 102417
49250 103817
49400 105633
49283.3 112200
49283.3 113183
49200 113317
49016.7 113383
49033.3 113033
45583.3 62183.3
45633.3 61400
45650 61233.3
45616.7 61233.3
45600 61350
45600 61366.7
45616.7 61400
45700 62266.7
46650 67583.3
48483.3 77800
54251.1 111151
54240.6 111256
54298.6 111453
54356.7 111577
54595.8 111921
54679.2 112215
54653.6 112363
54631.7 112512
54595.3 112702
54503.6 112901
54150 113867
49633.3 123183
49516.7 123483
49616.7 124033
50116.7 124517
51966.7 124983
53683.3 125833
53783.3 126033
53950 125883
54016.7 125767
53450 123217
51566.7 112750
51416.7 111683
50283.3 105617
50183.3 104900
49900 102017
49883.3 101833
50266.7 101033
50433.3 100583
50783.3 99483.3
62416.7 77900
63116.7 77933.3
64233.3 76550
62533.3 77383.3
60033.3 77283.3
49500 76083.3
46733.3 75300
45783.3 75100
45716.7 75050
45866.7 74083.3
45850 73766.7
45816.7 73433.3
45783.3 73150
45800 71900
45766.7 71416.7
45683.3 66916.7
45616.7 64783.3
45833.3 64200
46283.3 63133.3
46350 62966.7
46366.7 62866.7
50533.3 57383.3
51283.3 56733.3
51366.7 56616.7
51516.7 56833.3
51466.7 57716.7
50200 81666.7
49783.3 93183.3
49400 98800
49383.3 99233.3
49483.3 100517
49633.3 104217
49633.3 104467
49450 104600
49083.3 104467
49133.3 104183
49133.3 103800
49183.3 103667
49133.3 103483
49133.3 103317
49383.3 102750
49633.3 102483
49966.7 101967
50383.3 101700
50600 101683
51316.7 101433
51916.7 101550
52100 101267
52083.3 101050
51650 99916.7
51433.3 98800
51316.7 98350
50900 97216.7
50400 95683.3
48750 91616.7
44016.7 79800
44000 79466.7
43866.7 79033.3
43850 79016.7
43866.7 78933.3
44200 77600
44466.7 76983.3
44466.7 76883.3
45650 74100
45966.7 73466.7
46933.3 71466.7
46983.3 71366.7
48250 72083.3
48266.7 72166.7
48150 72216.7
45800 75950
44533.3 77783.3
44433.3 77883.3
44383.3 77983.3
44300 77950
44250 77816.7
44016.7 77883.3
44033.3 77733.3
44100 77583.3
44166.7 77383.3
44216.7 77366.7
44433.3 77450
44516.7 77483.3
45616.7 78400
46333.3 78833.3
55250 85200
62816.7 92083.3
62183.3 92600
61116.7 94050
59916.7 94816.7
57883.3 101667
54698.1 112147
54426.1 112924
54427.5 112955
54466.7 113383
54683.3 114150
55616.7 116833
55750 117333
55783.3 117533
55783.3 117900
55750 118233
55433.3 118700
55350 118783
55266.7 118800
55166.7 118800
55066.7 117283
54116.7 115383
53883.3 114900
53366.7 113733
52783.3 112450
51683.3 110250
50116.7 106983
50016.7 106733
49883.3 106550
49700 106567
49416.7 106683
49666.7 106850
49666.7 107000
49750 107483
49716.7 107733
49716.7 108017
50033.3 109833
50266.7 112033
50566.7 112883
50716.7 113317
50850 113467
51016.7 113533
51150 113333
51416.7 112633
52150 110083
52233.3 109650
52416.7 108700
52650 108017
52800 107467
52983.3 107583
53083.3 107667
53133.3 107767
52933.3 107867
52700 107700
52566.7 107717
52516.7 107533
52316.7 106567
51950 103800
51383.3 99600
49066.7 81016.7
49016.7 80833.3
48950 79483.3
48566.7 69233.3
48533.3 68083.3
48533.3 67850
48583.3 67833.3
48716.7 67866.7
48666.7 67983.3
48600 68116.7
48733.3 69066.7
49783.3 74866.7
54666.7 107117
55175.6 111623
55916.7 115650
56266.7 117817
56516.7 119067
57133.3 121300
58800 130100
58700 130100
57650 128200
57433.3 127550
57416.7 125617
56533.3 121000
56516.7 120783
56583.3 119500
57183.3 111617
57383.3 111633
61166.7 113683
62450 114350
62616.7 113467
62400 110733
56850 101050
55750 97866.7
45466.7 74083.3
45400 73933.3
45400 73916.7
45333.3 73816.7
45316.7 73850
45316.7 73866.7
45316.7 73933.3
45366.7 75883.3
45350 75933.3
44766.7 76683.3
44650 76716.7
44666.7 76683.3
44683.3 76400
44650 76250
45100 73750
45216.7 73300
45483.3 72316.7
49600 54300
49566.7 54250
49600 54166.7
49683.3 54050
49733.3 54166.7
50716.7 55600
51133.3 56800
51050 56916.7
50283.3 64333.3
50183.3 66100
51183.3 90216.7
51600 98700
51533.3 107250
51533.3 111200
51550 114467
51450 116300
51216.7 116617
51400 116483
52366.7 115067
52850 114367
53516.7 113317
54385.6 111352
63333.3 90700
66533.3 86716.7
66516.7 86233.3
74516.7 82400
76200 81016.7
76416.7 82950
80216.7 86183.3
74683.3 94900
78783.3 103533
69116.7 105033
62700 109133
59616.7 109217
55148.6 108127
54266.7 107783
53783.3 107750
53633.3 107550
53300 106967
53216.7 106400
53216.7 106067
53200 105750
53483.3 104667
53450 104083
53966.7 97833.3
56200 78866.7
58100 68400
58083.3 67683.3
56883.3 68983.3
54016.7 76533.3
53000 78816.7
52600 78716.7
52233.3 78516.7
50416.7 73866.7
48433.3 68583.3
46416.7 63300
46233.3 62616.7
45800 61483.3
45716.7 61250
45716.7 61166.7
45833.3 60133.3
47433.3 53800
47533.3 53300
47583.3 53300
47616.7 53300
47650 53966.7
47533.3 54966.7
47516.7 57416.7
47383.3 61866.7
47233.3 65050
47200 65150
47500 64916.7
47666.7 64833.3
47733.3 64700
49450 57900
49450 57766.7
49583.3 56833.3
49616.7 56183.3
49683.3 55983.3
49750 56033.3
49700 56150
49533.3 56866.7
49183.3 57433.3
48966.7 57916.7
48700 58916.7
48650 58983.3
48616.7 59100
46300 62783.3
45116.7 64533.3
44800 65050
44850 65150
44733.3 65516.7
44750 65516.7
44816.7 65516.7
45350 65533.3
45800 65116.7
45933.3 65166.7
46000 65316.7
46050 65550
46083.3 66050
46133.3 66600
46616.7 71733.3
50016.7 105067
50100 105700
50466.7 109483
