DATASET: mu1979.tsp
52732.8 6293.06
52768.6 6308.06
52768.3 6327.5
52715 6344.17
52721.9 6349.44
52751.9 6346.11
52756.7 6353.89
52777.8 6323.61
52805.3 6296.94
52821.7 6277.78
52832.2 6236.39
52852.8 6216.94
52886.9 6221.39
52926.4 6235.56
52899.7 6261.39
52913.3 6272.5
52916.7 6283.33
52919.7 6299.17
52881.9 6329.72
52870 6308.06
52856.4 6282.5
52845.3 6301.11
52853.3 6327.5
52833.3 6333.33
52813.6 6362.22
52838.9 6358.61
52857.5 6366.39
52885 6376.94
52884.2 6404.17
52888.6 6407.5
52914.2 6416.94
52851.9 6461.39
52806.1 6416.11
52795.8 6404.72
52760.6 6445.83
52762.8 6452.78
52759.4 6460.28
52771.1 6466.67
52776.9 6484.72
52786.4 6456.11
52796.7 6463.33
52811.7 6491.94
52870 6495.56
52897.8 6492.78
52909.4 6502.22
52921.1 6512.22
52930 6530
52925.3 6537.78
52935.6 6544.72
52950.8 6530.83
52969.2 6543.06
52960.8 6563.61
52963.1 6594.44
52952.8 6601.67
52943.1 6600.28
52933.1 6611.67
52972.5 6611.67
52981.1 6601.11
52988.6 6605
52987.2 6623.89
52995.6 6639.44
53019.2 6614.72
53026.9 6606.39
53003.1 6605
53014.4 6578.89
52982.5 6566.94
52996.7 6547.5
53001.4 6550.28
53041.9 6560.28
53065.8 6555.28
53071.4 6562.78
53081.9 6539.17
53066.7 6533.06
53066.7 6532.78
53081.7 6520
53062.5 6501.39
53073.1 6461.11
53059.4 6456.67
52985 6418.06
52971.7 6392.5
52954.2 6359.17
52945.6 6327.22
52937.5 6322.22
52969.2 6316.67
52970.3 6342.78
53032.2 6368.61
53019.4 6320
53004.4 6298.89
52995.3 6296.39
52977.2 6272.78
52946.4 6277.22
52954.4 6268.33
52950 6250
52968.9 6255.56
52996.9 6265.83
53028.9 6251.94
53038.6 6246.39
53058.6 6226.11
53073.3 6211.94
53091.4 6226.94
53071.1 6241.94
53048.1 6257.22
53050 6275.56
53039.4 6287.78
53060.6 6289.44
53111.7 6328.33
53181.9 6268.61
53199.4 6277.78
53190 6287.5
53194.7 6306.11
53230.3 6340.56
53233.3 6350
53259.7 6368.89
53275.6 6367.5
53270.3 6387.22
53303.1 6396.67
53324.4 6397.22
53301.9 6417.78
53320.8 6459.44
53319.7 6480.28
53301.1 6502.22
53282.8 6472.78
53268.3 6475.28
53280.3 6444.44
53266.7 6446.67
53236.9 6452.22
53210.3 6431.94
53203.6 6400.83
53174.2 6401.39
53153.9 6409.72
53163.3 6423.33
53170.6 6429.17
53116.4 6474.44
53106.7 6489.44
53101.1 6501.11
53136.9 6526.11
53103.9 6553.61
53088.6 6564.72
53098.9 6572.22
53083.3 6583.33
53057.8 6602.5
53041.9 6610.56
53044.4 6611.94
53071.1 6630.56
53083.6 6635.28
53093.3 6608.06
53126.4 6615.56
53133.3 6616.67
53167.2 6610.28
53186.7 6636.11
53186.4 6644.44
53209.7 6645
53215.8 6666.94
53180.6 6650.56
53166.7 6637.22
53143.6 6634.72
53137.5 6646.94
53116.7 6633.33
53107.8 6651.39
53065.6 6651.39
53075.6 6673.89
53055.6 6703.89
53048.9 6716.39
53054.7 6719.72
53065.3 6713.61
53075.6 6735
53051.7 6750
53060.6 6767.5
53082.5 6768.89
53106.4 6765.28
53130.3 6744.44
53117.5 6732.5
53133.6 6725
53121.4 6689.72
53143.6 6673.06
53153.9 6696.11
53173.3 6689.44
53200.6 6708.61
53178.9 6711.67
53160 6725.56
53155.6 6740.56
53157.2 6766.94
53171.7 6772.5
53175.6 6778.89
53182.5 6752.5
53203.9 6778.61
53181.9 6796.67
53153.9 6805
53147.2 6836.39
53125.8 6847.5
53096.4 6834.17
53104.2 6831.67
53110 6812.22
53081.9 6800.56
53074.7 6833.61
53067.8 6825.56
53059.4 6824.44
53047.5 6834.44
53050.6 6808.61
53052.5 6808.06
53037.8 6786.94
53027.5 6799.44
53015.3 6810.56
53006.9 6819.44
52975.6 6815
52966.1 6812.22
52982.5 6811.67
52993.1 6800.28
52984.4 6784.44
52991.1 6784.17
52998.6 6751.11
53020.8 6751.11
53031.7 6748.06
53038.3 6725.28
53031.9 6713.06
53023.9 6713.89
52998.1 6714.17
53013.6 6701.11
53008.6 6693.33
53036.9 6673.61
53017.8 6668.89
52985.8 6677.78
52981.1 6660.56
52977.8 6642.22
52951.9 6657.78
52927.2 6633.61
52900 6666.67
52898.6 6656.94
52891.9 6635.56
52901.1 6607.22
52863.6 6596.11
52908.1 6551.39
52915.6 6548.61
52893.1 6529.72
52863.9 6556.94
52847.2 6566.39
52824.7 6568.89
52785.3 6580.56
52782.5 6596.67
52744.7 6563.06
52753.9 6537.22
52753.6 6526.11
52747.8 6499.72
52711.1 6470.28
52671.4 6475.83
52668.6 6497.78
52689.2 6491.94
52708.1 6494.44
52716.7 6551.67
52720.3 6581.67
52740.8 6600.28
52759.2 6614.72
52772.5 6613.06
52775.8 6627.5
52777.5 6650
52794.7 6633.61
52811.9 6618.89
52836.1 6633.33
52829.4 6642.22
52827.8 6646.39
52843.3 6663.33
52824.4 6688.61
52803.3 6700.56
52825.3 6712.78
52848.3 6709.44
52855.3 6741.39
52863.9 6752.78
52897.8 6790.56
52903.9 6755.83
52916.1 6749.17
52898.9 6726.11
52867.8 6700.56
52878.9 6693.33
52906.1 6700.56
52919.2 6708.61
52925.8 6676.67
52938.9 6680.28
52947.2 6674.44
52966.7 6683.33
52961.9 6697.22
52955 6702.5
52950 6710.28
52945 6705.56
52937.2 6709.17
52928.9 6714.72
52965.3 6723.06
52966.7 6733.33
52974.4 6735.83
52958.1 6749.72
52942.8 6760.56
52955.3 6759.17
52975.3 6766.94
52965.3 6795.28
52950 6802.78
52927.2 6812.5
52913.9 6822.78
52879.2 6815.56
52908.9 6842.22
52879.2 6873.33
52869.4 6867.5
52839.4 6859.72
52852.2 6874.44
52863.9 6878.89
52868.3 6887.22
52895.8 6881.67
52908.1 6896.67
52946.4 6898.61
52905.8 6911.39
52895.6 6923.06
52890.8 6919.72
52884.4 6921.39
52875.3 6929.72
52906.7 6930.83
52906.9 6942.22
52914.7 6940.83
52934.2 6928.89
52945 6937.22
52958.9 6937.22
52938.1 6957.5
52943.9 6981.11
52953.6 6986.39
52929.4 6999.17
52913.3 6975
52903.6 6984.72
52897.5 6983.06
52876.9 7010.83
52878.1 7022.22
52900 7033.33
52889.7 7044.17
52888.9 7073.06
52880.6 7073.33
52869.2 7069.44
52848.9 7071.94
52851.7 7092.78
52854.2 7110
52855.8 7131.67
52862.2 7127.22
52895.3 7121.67
52903.1 7118.61
52900.8 7109.44
52896.7 7087.78
52904.4 7088.06
52910.8 7101.94
52925.3 7117.22
52910.6 7142.78
52922.8 7173.06
52947.8 7188.89
52958.3 7205.28
52930.8 7198.89
52923.3 7206.67
52921.1 7195.56
52910 7178.89
52888.1 7170.56
52887.5 7159.72
52873.6 7162.78
52869.2 7157.5
52859.4 7151.11
52817.5 7177.22
52806.1 7163.06
52781.4 7188.33
52776.7 7214.17
52806.1 7210.56
52837.5 7173.06
52842.2 7172.22
52860 7166.94
52878.6 7182.22
52866.9 7208.06
52848.6 7234.44
52827.2 7228.89
52817.5 7251.39
52842.5 7257.22
52865.3 7256.11
52889.2 7235
52899.4 7226.11
52908.3 7214.17
52918.3 7264.72
52907.2 7296.39
52903.1 7296.67
52873.9 7308.06
52866.4 7295.83
52861.4 7298.89
52851.7 7320.28
52851.1 7328.89
52819.2 7290.28
52806.9 7285.28
52796.4 7288.06
52769.4 7271.11
52766.7 7266.67
52722.5 7274.72
52716.7 7283.33
52716.4 7291.11
52691.9 7270.28
52723.6 7230.28
52733.3 7191.39
52698.3 7199.17
52663.6 7213.89
52654.2 7252.22
52631.9 7191.94
52611.4 7229.72
52583.1 7235
52583.1 7270.28
52610.6 7289.17
52602.8 7301.94
52634.7 7323.61
52566.9 7346.94
52575.3 7294.44
52557.8 7301.39
52550 7300
52541.1 7273.06
52534.4 7261.39
52504.7 7297.22
52519.7 7308.89
52500 7316.67
52490.6 7322.22
52461.7 7344.44
52463.1 7328.61
52468.1 7294.44
52446.1 7303.06
52425.6 7281.67
52432.2 7278.33
52438.6 7263.33
52423.6 7263.61
52416.7 7233.33
52406.1 7244.44
52394.2 7290
52400.8 7301.11
52384.7 7296.94
52346.4 7264.44
52309.4 7263.61
52297.5 7246.67
52289.4 7248.33
52300 7228.33
52311.1 7221.94
52306.1 7171.67
52307.5 7166.67
52326.7 7160
52339.4 7160.28
52333.3 7133.33
52315 7120.83
52318.3 7088.06
52347.5 7095.83
52352.5 7078.61
52392.5 7106.67
52369.4 7128.33
52367.2 7164.72
52384.4 7166.11
52399.2 7178.33
52400 7200
52363.3 7220.28
52385.8 7245
52388.6 7227.5
52400 7216.67
52442.8 7212.22
52457.8 7188.61
52468.1 7196.39
52507.8 7182.5
52483.6 7211.94
52452.5 7246.67
52473.3 7259.17
52481.9 7261.67
52508.1 7243.06
52520 7210.56
52536.4 7220
52543.3 7193.33
52591.9 7180
52595.6 7143.06
52612.2 7140.28
52644.7 7149.72
52683.1 7173.89
52701.7 7168.33
52729.4 7126.94
52741.9 7120.56
52746.9 7126.11
52756.9 7122.22
52783.6 7112.22
52805.3 7137.22
52808.3 7133.61
52813.1 7122.78
52802.2 7109.44
52816.7 7075.56
52776.9 7083.33
52767.8 7068.33
52796.7 7038.06
52847.5 7043.06
52838.3 7026.39
52844.4 7003.06
52820 7005.83
52830 6973.06
52844.7 6971.67
52874.2 6962.5
52834.7 6958.33
52840.8 6926.11
52760.6 6906.94
52750.6 6909.72
52746.4 6935
52721.7 6921.94
52733.1 6901.94
52743.6 6878.06
52749.2 6874.72
52759.2 6850
52750 6850
52713.3 6847.78
52711.1 6826.11
52730.8 6811.67
52705.8 6807.78
52678.9 6832.22
52667.2 6812.22
52685 6778.33
52696.1 6791.94
52710 6791.67
52719.7 6773.33
52723.6 6770
52740.6 6767.78
52749.4 6757.78
52763.3 6780.56
52819.2 6782.78
52815.3 6806.39
52838.9 6805.56
52842.5 6787.78
52842.8 6763.89
52800.3 6736.94
52775.6 6708.61
52757.5 6725.56
52752.5 6703.89
52750 6667.5
52726.4 6662.5
52705.8 6680.28
52699.7 6668.61
52690.6 6645.28
52690.8 6639.72
52683.3 6604.72
52665 6594.17
52673.6 6545
52655.6 6556.94
52631.7 6551.39
52641.1 6533.06
52625.6 6522.22
52599.7 6525
52637.5 6501.67
52634.7 6498.61
52617.5 6495.56
52598.6 6465.83
52586.7 6473.89
52588.3 6499.72
52577.2 6489.72
52568.3 6479.72
52564.4 6470.28
52555.8 6475.83
52544.7 6477.5
52525.3 6480.28
52485.8 6473.33
52498.3 6490.83
52491.7 6501.11
52461.1 6500
52441.1 6474.72
52455.3 6512.5
52471.7 6512.5
52502.8 6527.78
52466.7 6550
52426.7 6538.89
52418.3 6502.78
52384.4 6520.56
52366.1 6528.06
52358.1 6557.78
52336.4 6559.72
52337.8 6556.94
52325.8 6494.17
52353.9 6507.22
52385 6495.28
52386.4 6449.44
52393.1 6433.33
52425.3 6446.11
52436.9 6465.28
52441.4 6423.06
52431.4 6415.56
52413.6 6412.5
52404.4 6399.17
52435.3 6391.67
52466.7 6400
52479.7 6420
52491.4 6435.28
52503.6 6382.22
52496.4 6365.56
52519.7 6382.5
52535 6375.56
52551.1 6373.33
52555.6 6343.89
52576.1 6365.83
52561.7 6373.06
52580.8 6405.83
52576.1 6423.33
52553.1 6431.39
52537.8 6432.5
52537.8 6456.94
52564.4 6439.72
52614.7 6460.56
52615.6 6420.56
52656.7 6423.89
52667.8 6433.89
52721.7 6391.67
52686.1 6375
52679.2 6391.67
52659.4 6381.39
52641.4 6341.39
52616.7 6357.78
52608.9 6303.06
52575.6 6311.67
52550 6300
52528.3 6309.44
52550 6283.33
52568.9 6272.22
52590 6276.39
52585.6 6244.44
52609.7 6232.22
52583.6 6226.94
52572.5 6226.11
52566.7 6200
52556.9 6231.11
52525.8 6270.28
52511.9 6280.28
52503.6 6287.22
52466.7 6304.17
52486.4 6336.94
52446.7 6345.28
52440 6352.5
52416.7 6376.67
52387.5 6368.33
52367.8 6427.78
52334.2 6457.5
52316.1 6472.78
52306.7 6470.83
52300 6450
52278.6 6400.83
52290.3 6391.11
52275.8 6384.44
52268.3 6381.94
52252.5 6403.06
52248.9 6401.11
52250 6400
52242.8 6380.28
52232.2 6368.33
52241.1 6352.5
52245.8 6347.22
52225.6 6335.56
52226.9 6345.83
52217.2 6361.39
52196.1 6367.5
52190.6 6370.56
52185 6354.17
52180.6 6359.44
52192.5 6412.22
52217.8 6403.33
52225.3 6390.56
52232.2 6404.72
52224.4 6433.06
52230.3 6462.22
52252.8 6450.56
52258.9 6453.33
52259.4 6455.28
52256.4 6477.78
52283.3 6482.5
52288.6 6480.83
52281.1 6520
52241.9 6506.11
52217.8 6503.06
52211.9 6517.78
52205.3 6514.17
52201.4 6537.78
52184.7 6559.17
52171.9 6586.11
52190.6 6603.61
52208.3 6621.94
52225.3 6645.83
52256.4 6631.94
52247.2 6610.56
52249.7 6602.22
52228.1 6608.89
52233.3 6583.33
52228.1 6544.17
52241.7 6541.67
52261.9 6550.83
52280.3 6531.67
52280.6 6556.11
52278.9 6572.78
52273.1 6585.83
52309.7 6611.11
52317.2 6600
52318.3 6605.28
52331.4 6607.5
52345.8 6613.89
52347.5 6578.33
52370.8 6577.22
52380.8 6561.39
52385 6575
52381.4 6608.61
52352.2 6640.28
52326.4 6640.56
52321.7 6647.5
52306.7 6672.5
52267.5 6668.61
52256.9 6691.39
52279.2 6691.11
52274.7 6706.39
52270.8 6704.72
52256.9 6724.44
52236.1 6726.11
52215.3 6766.11
52245.6 6812.5
52221.9 6826.67
52216.9 6836.94
52203.6 6821.11
52199.7 6820.83
52188.1 6816.39
52198.6 6852.22
52191.7 6851.67
52184.7 6850.28
52170.3 6855
52162.8 6887.22
52132.5 6904.44
52131.4 6919.72
52173.6 6888.89
52206.9 6890.83
52207.8 6871.94
52238.3 6880.56
52216.1 6895.56
52220.3 6916.94
52240.3 6911.94
52252.8 6900.56
52264.7 6916.39
52283.1 6901.11
52268.1 6897.22
52255.6 6870.83
52243.6 6855.28
52246.4 6845.56
52277.5 6856.67
52274.4 6830.28
52308.1 6811.67
52317.8 6795.83
52300.3 6803.06
52292.2 6807.78
52284.2 6785.83
52275 6791.67
52266.7 6799.44
52263.3 6778.33
52264.7 6766.94
52270 6757.78
52284.2 6764.44
52294.4 6765
52308.6 6759.44
52310.8 6750.56
52302.8 6736.67
52309.2 6728.61
52309.2 6716.94
52306.9 6712.5
52320.6 6702.22
52338.6 6719.72
52340.3 6784.44
52373.1 6787.78
52383.9 6800.56
52395 6797.5
52442.2 6778.61
52475.8 6777.5
52501.7 6786.11
52498.9 6763.06
52514.2 6763.89
52522.5 6740.83
52532.8 6759.44
52550 6750
52566.1 6745.56
52575 6720.56
52561.9 6723.33
52548.9 6722.78
52541.7 6713.89
52556.4 6706.67
52565 6674.17
52486.9 6661.11
52481.1 6686.39
52499.7 6685
52501.1 6711.67
52483.3 6716.67
52471.9 6706.67
52461.9 6710.28
52458.6 6682.78
52443.6 6673.89
52436.4 6699.17
52449.7 6712.5
52435 6738.89
52425.3 6747.22
52400 6733.33
52408.6 6700.83
52388.1 6688.06
52394.2 6716.94
52389.2 6720.28
52361.4 6710.83
52351.9 6700
52334.2 6676.67
52338.3 6653.33
52353.6 6649.17
52359.7 6650
52378.3 6652.5
52396.9 6640.56
52434.7 6604.72
52466.9 6608.33
52476.4 6618.06
52488.1 6639.44
52512.2 6641.67
52533.3 6623.33
52516.9 6593.06
52506.9 6584.72
52500 6600
52471.9 6588.06
52490.8 6581.39
52500.8 6557.78
52546.4 6540.28
52548.9 6547.5
52546.1 6554.72
52553.3 6560
52590.6 6556.11
52602.8 6547.5
52580.6 6568.06
52582.8 6604.17
52638.1 6616.94
52655.3 6656.11
52630.3 6674.17
52648.3 6681.67
52681.4 6686.67
52720.3 6722.78
52734.4 6744.17
52714.2 6741.11
52671.9 6733.89
52646.9 6736.11
52657.2 6788.89
52610.8 6844.17
52596.7 6824.72
52564.2 6824.44
52573.1 6861.67
52542.2 6858.06
52533.3 6850
52533.3 6866.67
52505.3 6876.11
52472.8 6856.11
52453.1 6865.28
52420.8 6860.56
52392.5 6820
52366.7 6833.33
52334.2 6839.44
52324.4 6834.72
52313.3 6831.94
52318.3 6855
52303.6 6875.28
52324.7 6885.56
52327.2 6925.28
52396.7 6936.67
52399.7 6947.78
52384.7 7000.83
52406.1 7015.56
52417.8 7003.33
52426.4 7006.11
52440 7030.28
52451.9 7016.67
52472.5 7021.94
52479.4 6997.5
52451.9 6978.89
52455.6 6956.94
52450.3 6939.72
52424.2 6928.33
52425.3 6915.56
52467.8 6899.17
52503.3 6904.17
52492.8 6923.06
52538.6 6948.06
52540.3 6954.72
52551.7 6946.39
52565 6941.94
52551.1 6907.5
52550 6900
52565 6888.61
52578.3 6868.89
52589.2 6877.78
52583.3 6900
52579.7 6930.83
52600 6917.5
52629.2 6909.17
52649.2 6927.22
52657.8 6899.72
52624.4 6865.28
52655 6863.61
52680.3 6853.33
52695.3 6869.17
52695 6894.17
52700.8 6921.67
52682.2 6931.67
52693.1 6956.94
52695.8 6989.72
52700 6986.67
52726.9 6983.06
52736.4 6972.5
52755.3 6956.39
52756.4 6972.78
52736.1 7020.83
52725.6 7044.72
52709.4 7046.39
52709.2 7021.94
52681.1 7022.22
52700 7051.67
52713.9 7088.06
52692.5 7105.28
52682.5 7117.78
52647.2 7100.28
52668.1 7046.11
52642.8 7015.56
52631.1 6994.72
52629.7 6981.94
52596.9 6953.61
52593.6 6981.39
52584.2 7015.28
52577.8 7026.94
52586.1 7023.33
52596.9 7016.94
52605.8 7020.28
52614.2 7030
52639.2 7046.67
52629.4 7073.33
52610.8 7079.17
52609.7 7113.89
52596.4 7100.83
52589.7 7087.22
52572.8 7086.39
52556.9 7098.06
52579.4 7124.17
52556.4 7124.17
52526.7 7137.22
52537.8 7050.28
52512.2 7030.83
52498.6 7056.94
52488.9 7062.78
52505.3 7069.72
52501.4 7086.67
52430 7107.78
52421.9 7092.22
52431.7 7045.56
52415.3 7052.5
52401.7 7056.94
52396.1 7042.5
52373.6 7039.44
52376.1 7021.67
52366.7 7016.67
52351.7 7025
52356.4 7005.56
52345.8 6975.28
52342.8 6974.44
52321.7 7002.78
52318.3 7003.33
52305 6981.94
52317.8 6966.11
52303.1 6963.89
52307.2 6951.94
52289.2 6941.39
52267.2 6949.72
52245 6959.17
52240.6 6956.39
52236.4 6968.06
52270.8 6998.33
52240.3 7015.28
52214.7 7031.11
52199.7 7021.39
52196.7 7010
52175.6 7006.11
52164.2 7014.44
52151.4 6986.11
52136.1 7038.33
52141.9 7046.39
52148.6 7065.28
52157.5 7053.89
52170 7039.72
52172.5 7026.39
52205.8 7081.94
52216.4 7065.83
52228.9 7040.28
52279.4 7035
52280.6 7063.61
52280.6 7086.67
52264.4 7107.78
52258.3 7111.94
52288.9 7143.61
52278.6 7159.72
52242.5 7170.56
52223.9 7165.83
52208.3 7197.5
52196.1 7187.5
52196.7 7179.17
52184.7 7190.83
52158.9 7146.39
52139.4 7174.44
52141.1 7186.94
52155 7206.67
52157.5 7226.39
52177.2 7230.83
52156.7 7235.28
52141.1 7256.94
52169.7 7256.94
52189.2 7258.61
52207.5 7257.5
52229.7 7260.83
52216.7 7233.33
52221.4 7231.94
52228.1 7234.17
52237.2 7231.11
52243.3 7241.67
52249.4 7213.89
52269.2 7208.06
52265.8 7230.56
52279.7 7252.78
52286.4 7298.89
52291.7 7297.78
52323.3 7303.89
52288.3 7320.56
52254.4 7334.72
52243.9 7331.11
52226.7 7342.78
52198.3 7328.89
52200.8 7300
52182.2 7300.83
52164.4 7306.67
52138.1 7304.44
52153.6 7325.83
52147.2 7342.78
52141.1 7356.39
52140.3 7374.44
52170.6 7333.61
52163.9 7324.17
52179.2 7312.5
52176.1 7335
52221.7 7388.89
52243.1 7382.22
52248.3 7397.5
52268.9 7397.78
52280 7390.83
52285.3 7384.17
52299.4 7420.28
52349.2 7413.06
52343.1 7416.39
52306.7 7497.5
52286.7 7489.17
52296.1 7471.94
52289.2 7460.83
52278.3 7437.78
52222.2 7455.56
52209.7 7425.83
52210 7423.61
52183.3 7451.11
52189.2 7469.17
52204.7 7499.72
52205.8 7498.61
52160 7475.28
52156.1 7465.56
52151.7 7450.56
52174.7 7403.89
52174.4 7393.06
52166.1 7400.83
52155.3 7420.28
52130 7460
52126.7 7460.28
52144.2 7473.61
52113.3 7486.94
52116.9 7504.72
52085 7566.94
52104.2 7571.39
52112.8 7592.78
52126.4 7561.11
52155.6 7534.17
52144.4 7517.78
52155.3 7503.89
52168.1 7522.22
52162.5 7554.44
52170.6 7588.06
52196.7 7549.44
52204.7 7540.56
52290.6 7553.06
52366.7 7509.44
52373.3 7489.44
52407.5 7536.39
52393.6 7545.83
52360.3 7576.67
52321.4 7588.06
52334.4 7618.06
52282.2 7618.33
52188.1 7657.5
52195.6 7665.56
52197.5 7678.61
52150.6 7720.83
52140.8 7714.17
52150 7700
52133.1 7677.78
52095.8 7717.5
52082.5 7678.06
52072.8 7672.22
52111.1 7661.11
52093.9 7611.39
52088.1 7625.28
52068.3 7643.33
52064.2 7646.67
52041.4 7656.67
52041.1 7635.83
52051.4 7607.22
52051.9 7595.83
52048.3 7585.28
52049.7 7567.22
52028.9 7585.83
52013.9 7595
52015.6 7621.11
52007.5 7623.33
51991.7 7616.39
51991.4 7635
52009.7 7666.11
52010.8 7703.61
52031.7 7721.94
52048.6 7702.78
52065 7698.61
52055.8 7715
52079.2 7739.17
52109.4 7749.44
52087.5 7753.33
52049.4 7753.33
52008.1 7774.17
52008.1 7755.56
51986.4 7752.78
51974.2 7703.33
51962.2 7717.5
51949.2 7725.28
51955.3 7747.22
51974.2 7781.11
51966.7 7800
51961.9 7807.5
51972.2 7813.06
51950 7850.56
51962.2 7878.33
51959.2 7896.94
51938.3 7928.06
51927.2 7918.06
51921.1 7913.33
51909.2 7932.78
51895.6 7946.67
51890 7932.5
51882.8 7915.28
51873.3 7948.33
51881.9 7981.11
51875.6 8000.28
51882.2 8020.56
51896.1 8018.33
51895.3 8045.83
51870.3 8049.17
51843.9 8036.67
51833.3 8016.11
51835.3 8036.11
51821.7 8052.22
51828.1 8080.83
51854.4 8070.83
51880.3 8090.28
51873.9 8117.5
51862.8 8124.44
51852.8 8152.22
51830.6 8143.33
51818.1 8134.72
51808.3 8108.33
51811.7 8146.67
51796.9 8168.89
51797.8 8187.5
51805.8 8182.5
51820.8 8184.44
51848.6 8195.56
51846.4 8204.72
51839.2 8212.22
51830.6 8229.72
51862.2 8254.44
51871.1 8275.83
51857.2 8299.17
51863.1 8297.78
51871.1 8305.28
51883.1 8303.06
51900.3 8283.06
51919.7 8260.56
51908.3 8263.33
51863.3 8233.33
51890.3 8213.06
51870.8 8206.94
51866.7 8200
51878.1 8185.83
51844.2 8168.33
51851.9 8167.22
51863.3 8165.56
51896.1 8165
51909.4 8173.61
51921.9 8182.5
51929.4 8185.56
51941.1 8178.89
51907.8 8147.22
51913.6 8128.06
51900.6 8119.17
51907.5 8099.17
51933.9 8096.11
51921.9 8086.94
51910.3 8053.89
51930.8 8059.44
51943.1 8040.28
51942.2 7997.78
51963.9 7985.28
51979.2 8003.61
51976.4 8025.83
51972.8 8028.33
51995.3 8036.39
51997.8 8021.94
52050.3 8022.78
52057.8 7990
52092.8 8008.06
52104.2 8002.78
52131.1 7982.78
52128.6 8007.22
52093.1 8048.33
52113.6 8090.83
52123.1 8086.11
52139.7 8084.72
52150 8083.33
52146.7 8053.61
52135.3 8042.78
52166.7 8000
52181.4 7981.11
52136.7 7930.83
52133.3 7916.67
52159.7 7927.78
52179.2 7905.28
52147.2 7855.28
52136.1 7824.72
52127.8 7846.94
52116.7 7866.67
52088.9 7853.06
52068.9 7827.5
52054.4 7875
52051.9 7885.28
52070.8 7927.22
52048.9 7935
52027.5 7923.06
52027.2 7943.89
52040.3 7967.22
51986.4 7979.72
51994.4 7969.17
51990.6 7927.5
51994.7 7897.5
51986.9 7895.83
51980.8 7900
51977.5 7879.17
51991.7 7853.06
52017.8 7852.5
51998.1 7820.56
52003.1 7819.44
52013.3 7780
52025.6 7803.61
52050 7800
52079.7 7799.17
52101.9 7783.61
52108.3 7809.44
52149.7 7793.06
52166.7 7783.33
52162.8 7776.11
52158.1 7772.22
52151.7 7775.83
52146.4 7749.72
52163.6 7750
52183.3 7750
52179.2 7737.78
52184.7 7728.06
52183.3 7716.67
52202.2 7715
52211.1 7736.67
52264.4 7744.72
52262.5 7725.28
52271.7 7729.44
52315 7730
52316.7 7716.67
52347.2 7693.61
52355 7703.89
52345.6 7709.44
52317.5 7746.67
52298.1 7777.22
52292.8 7773.89
52282.8 7770.56
52273.6 7758.89
52241.9 7816.94
52256.9 7806.94
52272.8 7811.11
52277.8 7834.17
52285 7845.28
52291.7 7848.33
52289.2 7852.78
52276.1 7871.94
52270.6 7883.06
52274.7 7915.83
52274.2 7938.61
52275.8 7992.22
52271.7 8029.72
52206.1 8081.11
52179.7 8103.06
52202.8 8108.06
52208.3 8116.11
52206.4 8139.17
52255.6 8165.56
52284.7 8215.28
52294.2 8225.83
52287.2 8239.17
52300.3 8255
52303.6 8162.5
52293.9 8166.39
52260 8150.83
52269.2 8100.28
52306.4 8102.22
52321.1 8099.17
52335 8081.94
52310.6 8076.39
52282.5 8051.11
52292.5 8021.67
52296.9 7995.83
52316.9 7966.67
52326.9 7978.89
52321.1 7991.94
52333.3 8008.33
52409.7 7969.72
52458.1 7970
52470.6 7936.11
52447.2 7945.56
52421.9 7938.61
52403.3 7937.78
52376.9 7921.67
52344.4 7892.78
52333.3 7888.61
52311.7 7875
52302.2 7857.22
52318.9 7854.17
52328.3 7825
52316.9 7778.61
52347.8 7748.89
52353.1 7783.33
52337.8 7788.89
52355.8 7812.5
52351.4 7833.06
52379.2 7858.61
52404.2 7865.56
52417.2 7858.89
52440 7882.5
52476.9 7891.11
52515.8 7885.56
52540.3 7931.94
52556.1 7928.33
52614.4 7893.06
52628.6 7924.17
52641.1 7926.39
52656.4 7876.67
52644.4 7866.67
52639.7 7863.06
52625.8 7851.94
52576.4 7825.83
52597.8 7797.22
52616.4 7775.28
52671.7 7720
52639.4 7738.06
52563.1 7768.89
52539.7 7813.33
52503.3 7838.33
52511.4 7810.83
52500.3 7811.67
52485 7814.72
52401.1 7819.44
52414.7 7770.28
52418.1 7703.89
52378.1 7688.06
52354.7 7650.56
52362.2 7644.17
52386.4 7663.33
52395.3 7646.67
52400 7600
52430.8 7648.89
52478.9 7676.39
52467.2 7691.11
52460.6 7731.39
52522.2 7716.94
52561.1 7706.94
52575.3 7720.28
52569.7 7701.94
52568.3 7671.39
52526.1 7681.67
52534.4 7620.83
52584.2 7638.06
52590.3 7665
52615.8 7640.28
52638.1 7606.11
52613.6 7582.78
52593.3 7562.5
52584.7 7603.61
52516.1 7588.06
52468.1 7608.33
52475.6 7595.83
52484.7 7556.39
52449.7 7537.78
52434.2 7529.17
52466.7 7513.89
52456.4 7494.17
52446.9 7467.78
52451.9 7461.39
52464.7 7460.28
52475.8 7445.28
52452.5 7431.11
52412.8 7433.33
52374.4 7449.17
52391.7 7415.83
52399.2 7396.67
52415.3 7397.22
52398.9 7384.72
52373.3 7391.39
52370.8 7397.22
52371.4 7393.06
52353.1 7378.61
52322.5 7383.06
52355.8 7369.72
52376.1 7360.83
52353.3 7340.28
52333.1 7358.06
52319.4 7324.17
52325 7321.67
52330 7315.56
52335.6 7304.44
52365.8 7323.89
52371.9 7334.44
52386.7 7342.22
52412.8 7362.5
