DATASET: ca4663.tsp
51832.5 9497.22
51744.2 9415.56
51683.3 9450
51657.8 9382.22
51605.8 9378.06
51563.9 9413.61
51557.8 9412.5
51583.3 9433.33
51646.7 9454.44
51706.9 9430.28
51753.9 9458.89
51823.6 9537.5
51890.8 9486.11
51900 9616.67
51908.9 9608.06
51933.3 9633.33
52040 9474.44
52073.3 9501.11
52166.7 9550
52257.5 9620.83
52241.7 9656.94
52230.6 9650
52260.3 9658.61
52272.5 9661.94
52279.4 9609.17
52258.9 9577.22
52321.4 9552.22
52204.4 9555.28
52242.2 9514.44
52218.1 9491.39
52279.2 9505
52203.3 9506.39
52125 9523.06
52116.7 9483.33
52100 9466.67
52148.9 9506.39
52138.1 9535.83
52116.7 9566.67
52100 9633.33
52136.7 9675.83
52116.7 9666.67
52142.5 9631.39
52165 9605.83
52200 9583.33
52183.3 9583.33
52229.4 9599.44
52266.7 9582.5
52250 9583.33
52242.8 9610.83
52315 9579.44
52332.8 9502.5
52350 9416.67
52304.4 9404.44
52241.1 9386.11
52222.5 9410
52333.3 9383.33
52344.7 9365
52318.3 9382.5
52319.4 9359.44
52306.4 9353.06
52216.7 9383.33
52208.3 9428.89
52240.3 9400.28
52266.7 9366.67
52300 9300
52304.2 9290
52310.8 9348.06
52381.4 9302.5
52467.5 9288.33
52459.7 9289.44
52417.5 9273.61
52427.5 9246.67
52495 9226.94
52493.3 9287.5
52464.4 9254.17
52380.6 9223.06
52357.5 9209.72
52341.1 9264.44
52274.4 9290.56
52310 9226.67
52316.7 9233.33
52366.7 9200
52368.3 9144.17
52283.3 9216.67
52283.3 9150
52324.4 9269.44
52344.7 9307.5
52350 9333.33
52358.9 9332.22
52373.9 9370
52400 9366.67
52461.1 9370.56
52428.1 9442.22
52394.2 9516.39
52391.9 9558.61
52429.2 9541.11
52429.2 9502.78
52525 9490
52490.3 9528.06
52470.6 9495.83
52545.8 9474.17
52530.8 9434.44
52503.9 9453.61
52503.6 9445.83
52481.4 9414.17
52410.3 9340
52401.4 9319.72
52354.7 9344.17
52288.6 9359.44
52183.3 9279.44
52116.7 9266.67
52108.9 9328.89
52133.3 9250
52150 9250
52133.3 9216.67
52054.7 9244.17
52042.5 9255.28
52066.7 9333.33
52089.7 9296.11
52104.7 9293.61
52108.1 9259.44
52198.6 9242.5
52173.3 9223.89
52173.9 9262.78
52183.3 9233.33
52155 9232.5
52199.4 9205.28
52116.7 9216.67
52050 9200
52097.2 9285
52123.9 9225.83
52079.4 9175.56
52091.4 9161.67
52083.3 9183.33
52085.3 9193.33
52095.8 9180.56
52067.8 9126.11
52066.7 9116.67
52041.4 9134.17
52034.4 9110.56
52044.4 9060.56
51999.7 9061.39
51966.7 9033.33
52073.1 8996.94
52083.3 8966.67
52119.2 8930
52100 8866.67
52136.4 8956.94
52111.9 8983.89
52107.8 8981.94
52116.7 8983.33
52121.4 8956.94
52113.3 8915.83
52103.9 8905.83
51995.3 8890.56
52004.4 8830
52066.7 8833.33
52054.4 8853.61
52050 8883.33
52111.7 8888.89
52166.7 8900
52166.1 8846.94
52146.4 8880.83
52133.3 9016.67
52116.7 9033.33
52076.7 9071.94
52066.7 9066.67
52059.4 9072.78
52116.7 9116.67
52087.2 9161.39
52093.6 9206.94
52083.3 9216.67
52101.1 9220.56
52089.7 9246.11
52066.7 9283.33
52058.6 9305.56
52054.2 9323.61
51980.6 9311.39
51917.2 9248.61
51916.7 9216.67
51958.1 9195.56
51931.4 9190.28
51933.3 9133.33
51826.9 9074.44
51760.6 9096.94
51727.8 9024.72
51756.7 8987.78
51741.7 8938.06
51796.1 8950.56
51771.7 8961.11
51736.9 8956.94
51766.7 8966.67
51784.7 8924.17
51688.3 8953.06
51666.7 9016.67
51583.6 9002.22
51603.6 8973.89
51601.9 9018.61
51590.6 8947.78
51554.4 8957.78
51587.2 8979.44
51679.4 8990.56
51687.8 8983.33
51610.3 8978.06
51616.9 8940.28
51550 8916.67
51553.3 8912.22
51601.4 8958.89
51592.2 8908.61
51566.7 8914.44
51577.5 8881.67
51603.3 8829.72
51615 8858.89
51654.4 8873.89
51662.5 8861.11
51692.8 8860.56
51623.1 8870.56
51612.2 8855.83
51606.1 8853.61
51638.9 8839.72
51635.3 8826.67
51646.7 8834.72
51724.7 8862.5
51784.4 8874.44
51732.2 8953.89
51650 8900
51653.9 8945.28
51693.6 8890
51687.8 8845
51685 8901.39
51672.2 8905.28
51675.3 8941.39
51650 8966.67
51646.9 8963.89
51629.2 8975.83
51634.7 9055.56
51661.1 8995
51760.3 9039.44
51858.6 9098.06
51874.4 9091.94
51878.3 9059.44
51910.3 9022.78
51916.1 9058.89
51916.7 9033.33
51870.8 9083.06
51819.2 9089.44
51818.6 9105.28
51790.6 9138.89
51762.5 9190
51792.8 9132.5
51781.1 9155.56
51856.7 9175.28
51896.9 9205.56
51880.6 9246.11
51850 9233.33
51786.1 9216.94
51869.4 9141.11
51933.3 9166.67
51900 9166.67
51833.3 9116.67
51824.4 9121.94
51869.7 9023.89
51848.1 9035.56
51851.4 8984.44
51807.5 9054.44
51795.6 9078.89
51756.4 9054.72
51711.9 9040.56
51701.7 9025.56
51700 9066.67
51700.8 9129.44
51652.2 9155.56
51635.8 9178.06
51650.6 9179.72
51660 9154.17
51550 9133.33
51531.9 9146.67
51600.8 9137.78
51573.1 9118.89
51533.3 9116.67
51515.8 9193.89
51550 9266.67
51540.6 9208.06
51526.4 9183.33
51500.8 9229.72
51555.3 9273.33
51519.7 9271.94
51495.6 9315
51522.2 9394.17
51483.3 9366.67
51513.3 9305.56
51483.3 9350
51505.8 9350.83
51543.9 9347.5
51586.4 9354.72
51631.4 9328.61
51611.1 9328.06
51623.1 9356.39
51605.8 9301.67
51564.4 9390
51530.3 9331.94
51487.8 9348.06
51513.6 9233.06
51571.7 9138.89
51616.7 9083.33
51566.7 9033.33
51551.9 9132.22
51567.5 9079.17
51603.6 9092.22
51617.2 9097.78
51592.5 9130
51573.3 9062.5
51644.7 9065.56
51663.1 9074.44
51705.6 9068.06
51716.7 9116.67
51708.6 9081.39
51608.1 9103.33
51583.6 9069.72
51622.8 9038.33
51648.9 8991.39
51621.7 8975.28
51616.4 8978.61
51659.4 8929.44
51743.1 8914.17
51778.9 8904.17
51860 8880
51846.7 8891.11
51917.5 8940
51916.4 8984.44
51901.9 9002.5
51961.4 9080.28
51936.7 9087.5
51918.9 9085.83
52049.2 9165.83
52108.9 9154.44
52098.6 9098.33
52186.7 9072.22
52193.9 9100.83
52151.1 9163.61
52166.7 9166.67
52196.9 9168.06
52259.4 9159.44
52200 9183.33
52234.2 9100.83
52209.4 9026.11
52226.9 8945.56
52233.3 8900
52285.8 8873.89
52236.4 8887.22
52202.5 8855.56
52266.7 8883.33
52300 8950
52241.1 8986.94
52233.3 8983.33
52187.5 8966.11
52148.9 8966.39
52179.2 9035.83
52217.8 9021.39
52266.7 9033.33
52200 9066.67
52191.7 9027.78
52150 9050
52091.1 9028.06
52174.4 9082.78
52145.3 9098.89
52170.8 9117.22
52161.1 9115.56
52179.4 9080.56
52150 9066.67
52216.7 9000
52251.9 9025.28
52243.3 9101.94
52233.3 9116.67
52250.3 9148.89
52316.7 9266.67
52364.2 9278.61
52454.7 9333.61
52572.8 9375.28
52668.3 9327.22
52652.5 9293.61
52647.8 9315.83
52702.2 9301.67
52673.6 9309.44
52628.1 9333.33
52610.8 9393.89
52538.1 9378.89
52558.6 9464.44
52470.8 9541.11
52467.5 9535.28
52461.9 9600.28
52495.8 9575.83
52490.3 9646.11
52567.5 9814.72
52614.7 9776.11
52598.1 9771.67
52566.9 9850
52648.6 9700.83
52603.3 9708.06
52504.4 9658.61
52491.7 9487.78
52476.9 9505
52380.3 9424.44
52196.7 9423.61
52146.1 9375.56
52106.7 9351.39
52128.3 9316.67
52116.7 9383.33
52120.3 9393.89
52150 9400
52165.3 9415.28
52148.9 9422.5
52183.3 9400
52169.7 9344.72
52145.3 9315.56
52187.8 9358.06
52155.6 9382.5
52151.7 9357.78
52170.8 9373.06
52243.1 9349.72
52203.6 9330.56
52200.6 9322.78
52203.3 9300.83
52166.7 9283.33
52279.2 9281.11
52337.2 9224.17
52334.2 9210
52395.6 9110.56
52383.9 9074.44
52366.7 9066.67
52350 8966.67
52392.8 8898.06
52388.3 8879.17
52355 8833.06
52348.9 8900
52364.7 8943.33
52333.3 8916.67
52378.1 8813.89
52391.1 8755.83
52266.7 8733.33
52242.8 8703.33
52276.1 8717.5
52284.7 8715
52311.1 8704.44
52338.3 8738.61
52331.7 8733.06
52275.3 8647.78
52333.9 8628.06
52346.4 8630.28
52320.3 8618.61
52300.8 8643.06
52350 8683.33
52324.7 8765.28
52350 8766.67
52422.8 8814.44
52401.4 8785.83
52319.7 8851.39
52333.3 8850
52300 8800
52213.3 8803.33
52183.3 8813.06
52216.7 8816.67
52166.7 8733.33
52195.3 8719.72
52133.3 8733.33
52166.7 8783.33
52150 8800
52116.7 8783.33
52110.6 8782.5
52154.2 8846.39
52206.9 8902.78
52271.4 8847.78
52292.2 8855.56
52304.7 8857.78
52260 8925.83
52363.9 8996.11
52390.6 8943.06
52415 8917.5
52456.4 8929.44
52465.6 8965.28
52479.7 8991.11
52450 8966.67
52438.6 8935.56
52472.8 8863.89
52533.3 8875.56
52556.4 8906.94
52548.6 8936.94
52627.2 8988.89
52645.6 8955
52621.9 8967.5
52605.3 8960.83
52599.7 8975.56
52515.6 8896.67
52466.4 8925.56
52524.4 8938.06
52429.7 9011.67
52396.4 8926.94
52374.4 8906.67
52421.4 8981.11
52430.8 9032.5
52471.4 9067.22
52485.3 9089.44
52516.7 9200
52504.2 9152.22
52495 9151.39
52575.8 9079.44
52478.3 9102.22
52466.7 9099.17
52490.6 9003.33
52553.6 8991.39
52561.7 9032.22
52533.3 9028.61
52540.3 8907.22
52506.9 8980.56
52507.8 8999.44
52382.5 8971.67
52461.9 9021.11
52457.2 9068.06
52449.2 9061.11
52463.3 9030.28
52494.4 9063.06
52542.2 9076.67
52373.9 9078.06
52375.3 9042.22
52291.9 9039.17
52288.3 8931.94
52230 8855.28
52217.2 8876.39
52099.4 8723.61
52100 8750
52084.4 8790.56
52092.8 8818.89
52034.7 8836.39
52062.5 8810.28
52031.1 8768.89
51982.2 8694.44
52022.2 8699.72
51920.8 8723.33
51916.7 8750
51936.4 8770
51877.8 8798.06
51900.6 8793.06
51791.1 8865.28
51776.7 8893.06
51765.6 8885
51798.6 8851.67
51825.3 8859.72
51847.8 8841.94
51834.4 8877.22
51807.5 8836.11
51792.5 8837.78
51842.2 8935.28
51922.2 8897.22
51965 8936.67
51962.5 8910.28
51970 8834.72
51932.2 8857.22
51966.7 8783.33
51900 8783.33
51904.2 8741.11
51886.9 8764.17
51865.8 8787.22
51782.2 8873.61
51865.8 8851.39
51868.1 8873.33
51879.2 8858.06
51900 8850
51933.3 8800
51932.2 8811.39
51888.9 8807.78
51851.4 8794.17
51857.2 8738.89
51874.4 8737.78
51885.6 8709.72
51968.9 8707.22
51983.3 8700
51845 8701.11
51850 8716.67
51806.9 8652.78
51771.1 8615
51785 8610.28
51788.6 8640.83
51728.3 8618.89
51706.4 8677.78
51757.5 8666.94
51768.1 8659.17
51712.8 8634.44
51682.5 8648.89
51684.4 8572.78
51735.8 8552.22
51767.2 8561.39
51774.7 8526.94
51692.2 8499.72
51777.5 8497.78
51690.8 8601.67
51656.7 8637.22
51650.8 8645
51641.9 8575.28
51645.3 8595.56
51667.8 8600.28
51703.3 8502.22
51676.9 8549.17
51670.6 8570.83
51725.3 8521.11
51706.4 8521.67
51707.5 8530.56
51675 8576.39
51634.7 8563.89
51719.2 8501.94
51718.3 8451.67
51765.3 8453.33
51745.6 8439.72
51823.9 8462.78
51877.2 8445
51835.3 8493.33
51814.2 8536.94
51898.6 8495.83
51883.1 8447.78
51893.1 8435.28
51896.9 8410
51915.8 8399.72
51905.6 8422.5
51961.1 8459.44
52023.1 8490
52016.7 8600
52079.7 8626.39
52095.8 8588.89
52101.9 8601.94
52133.3 8600
52201.1 8606.94
52131.7 8628.33
52133.3 8633.33
52127.2 8637.78
52134.4 8639.44
52157.5 8650.83
52174.4 8725.28
52141.4 8812.22
52250 8800
52200 8800
52176.1 8772.78
52190.8 8769.72
52316.7 8700
52340.6 8654.44
52307.5 8657.5
52278.3 8736.11
52233.3 8666.67
52181.1 8698.33
52146.4 8720.83
52183.3 8633.33
52236.7 8631.11
52253.9 8606.94
52342.2 8526.67
52337.8 8553.61
52385 8585.83
52405.6 8580.83
52456.9 8648.61
52510.3 8712.78
52511.7 8806.67
52561.9 8795.56
52567.8 8720.28
52519.4 8717.78
52505.6 8703.33
52482.8 8711.94
52520.8 8671.94
52530 8603.33
52545.3 8602.5
52513.3 8575.56
52511.1 8609.72
52513.9 8508.06
52541.4 8521.11
52540.8 8545
52548.3 8571.94
52588.6 8601.39
52695 8759.72
52741.4 8774.17
52618.3 8764.72
52632.2 8728.89
52598.3 8671.67
52608.3 8696.94
52635.8 8696.67
52800 8650
52806.7 8697.5
52864.7 8760.56
52841.4 8686.39
52846.1 8755.56
52887.2 8844.44
52909.2 8790
52945.3 8813.89
53042.5 8720.56
53051.7 8722.78
53148.1 8641.11
53176.4 8651.39
53183.6 8719.72
53232.8 8700
53225.8 8771.11
53216.7 8765.83
53160.6 8745
53169.4 8735.83
53115 8741.39
53056.1 8728.06
53013.1 8716.39
53054.7 8750
53091.9 8713.06
53056.7 8640.28
53042.8 8649.44
53015.6 8588.89
52944.4 8657.78
52924.4 8586.67
52920.8 8624.44
52911.1 8618.33
52893.3 8657.5
52767.5 8624.44
52683.3 8616.67
52749.2 8642.78
52756.9 8776.11
52776.1 8782.78
52760 8895.56
52831.9 8916.11
52843.6 8986.39
52798.6 9013.89
52731.7 9076.94
52801.7 9057.5
52876.4 9010.28
52872.2 9029.17
52887.5 9052.5
52971.9 9081.39
52988.9 9082.22
53028.1 9068.61
52988.9 9046.11
53006.4 9028.06
53016.7 9016.67
52959.4 8913.06
53050 8855.56
53009.7 8857.5
53066.4 8816.67
53044.2 8852.22
53098.3 8811.94
53157.5 8805.83
53151.4 8845.28
53120.8 8859.44
53092.8 8801.94
53065.3 8774.44
53089.7 8778.61
53105.3 8803.89
53139.2 8806.11
53185.3 8825.83
53202.8 8871.11
53248.6 8842.22
53240 8859.72
53248.9 8896.39
53186.4 8906.39
53210.8 8815.83
53235.8 8815.56
53241.7 8799.44
53125 8806.39
53121.1 8766.94
53157.8 8761.94
53135.3 8841.94
53254.2 8812.22
53272.5 8792.5
53334.2 8814.72
53296.4 8743.06
53315.6 8716.11
53271.7 8634.17
53252.5 8628.33
53284.2 8640.28
53402.2 8745.56
53397.5 8745
53382.2 8716.67
53413.9 8634.17
53450 8566.67
53566.7 8633.33
53600 8600
53583.3 8600
53533.3 8566.67
53466.7 8666.67
53389.4 8616.11
53356.7 8538.06
53314.4 8506.67
53371.4 8506.39
53373.3 8536.94
53378.3 8466.67
53369.2 8435.83
53346.4 8550
53302.2 8617.22
53360.8 8604.44
53410 8582.78
53359.7 8633.33
53298.6 8721.39
53287.5 8607.5
53281.7 8548.06
53264.2 8534.44
53246.9 8551.67
53259.2 8504.44
53240.6 8505.83
53213.3 8493.61
53196.9 8566.94
53231.9 8552.78
53239.4 8551.39
53255 8545.83
53367.2 8570.83
53318.6 8606.39
53296.9 8547.5
53300.3 8483.89
53304.2 8478.33
53318.1 8455.83
53271.1 8439.72
53228.6 8449.17
53246.4 8467.22
53191.1 8478.06
53183.6 8455.28
53139.4 8466.39
53175.6 8448.61
53114.7 8440
53149.4 8372.5
53161.9 8386.39
53138.6 8358.61
53189.2 8372.22
53148.1 8335
53156.7 8336.94
53201.7 8355
53195.8 8393.61
53233.9 8416.39
53242.5 8388.33
53236.1 8369.44
53332.8 8421.11
53332.8 8392.22
53246.9 8319.72
53241.7 8350.56
53224.7 8351.39
53208.3 8322.22
53217.5 8351.39
53229.7 8331.67
53156.4 8429.72
53157.2 8454.17
53176.9 8486.94
53162.5 8496.39
53161.1 8527.78
53117.5 8494.17
53086.4 8488.89
53143.1 8542.78
53160.3 8570
53223.9 8627.22
53264.2 8625.83
53314.4 8680.28
53323.3 8654.17
53277.8 8684.72
53241.9 8721.94
53331.1 8717.78
53340.8 8678.33
53367.8 8697.78
53385.8 8796.39
53406.4 8813.06
53433.3 8850
53378.9 8810
53376.4 8762.5
53412.2 8746.67
53404.4 8760.28
53413.9 8780.56
53500 8883.33
53533.3 8883.33
53666.7 8966.67
53616.7 8966.67
53650 9000
53633.3 9100
53733.3 9166.67
53851.7 9174.44
53833.3 9183.33
53833.3 9233.33
53861.4 9211.67
53865 9263.89
53898.3 9179.44
53916.9 9182.22
53896.7 9205.28
53924.2 9195.28
53916.7 9152.78
53893.6 9149.17
53952.2 9107.5
53861.1 9182.5
53869.7 9186.67
53930.8 9189.44
53999.7 9157.78
54004.7 9181.67
53958.3 9213.33
54005.3 9285.83
54037.8 9230.56
53986.1 9241.67
53960.6 9249.72
53973.6 9211.67
53940.8 9187.78
53915.3 9096.39
53908.1 9070.56
53900 9050
53911.1 9020
53880 9028.33
53859.4 9097.22
53886.7 9102.5
53932.2 9104.17
53944.4 9101.94
53953.6 9072.78
53949.7 9043.89
53883.3 8983.33
53951.4 8919.72
53985.6 8884.44
53988.3 8906.67
54022.8 8908.06
54040.8 8925
54011.7 8961.39
54006.4 9028.06
54026.9 9039.44
53989.4 9026.11
54049.7 9082.78
54165.8 9081.67
54179.4 9100
54216.7 9100
54203.6 9051.39
54181.7 8997.5
54235.8 8996.11
54265.8 9030.56
54287.8 9037.78
54276.4 9038.33
54289.2 8998.33
54289.7 9018.89
54260.6 9034.44
54266.7 9033.33
54239.2 9056.11
54209.7 9026.94
54166.4 9035.83
54160.8 8994.44
54035.8 8985
53944.2 9067.5
53942.2 9133.06
53916.9 9133.89
53856.1 9124.72
53800 8966.67
53900 8916.67
53933.3 8916.67
53866.7 8850
53945.3 8821.39
53988.3 8835
53953.3 8886.67
53916.7 8866.67
53959.2 8895.28
53955.8 8878.89
53968.1 8930.28
53950 8950
53985 8928.33
54010.3 8937.22
53983.6 8959.44
53958.6 8990.83
53992.2 9029.72
54021.7 9031.11
53986.4 8999.72
54016.7 8983.33
53971.7 9033.06
53934.2 9045.28
53961.1 9113.61
53950 9033.33
53998.6 8979.17
53950.3 8983.06
54000.8 8940.56
54073.3 9042.78
54091.9 9038.61
54088.1 9109.17
54031.9 9118.33
53997.2 9072.78
53920.8 9060.83
53927.2 9022.22
53918.9 9018.61
53908.1 9023.89
53850 9000
53853.6 9044.44
53833.3 9033.33
53800 9133.33
53800 9216.67
53750 9233.33
53700 9283.33
53683.3 9333.33
53650 9366.67
53566.7 9233.33
53583.3 9166.67
53550 9216.67
53377.5 9252.5
53366.1 9230.28
53340.6 9203.61
53359.2 9224.72
53394.4 9226.11
53405 9240.56
53384.4 9172.78
53388.9 9159.44
53288.9 9054.72
53298.9 9050.83
53297.5 9019.17
53166.1 9020.83
53101.1 8968.06
53117.2 8959.44
53166.7 9002.5
53170 8969.72
53138.1 8977.22
53165 9079.44
53154.7 9079.72
53116.7 9133.33
53118.1 9150.28
53121.7 9181.94
53083.3 9200
53049.4 9193.33
53063.1 9191.67
53033.3 9247.5
53047.2 9241.94
53074.7 9248.89
53086.1 9285.28
53032.8 9288.33
53050 9316.67
53017.2 9386.11
53022.5 9393.33
53022.8 9368.33
53013.1 9355.56
52915.3 9322.78
52866.7 9315.28
52941.7 9385.83
52985.8 9351.67
53029.2 9364.72
52953.1 9349.17
52944.7 9292.22
52903.1 9343.06
52855.3 9398.33
52858.9 9427.78
52942.8 9451.67
52979.2 9413.06
52968.3 9407.22
52936.7 9345.28
52890.6 9389.17
52861.7 9353.61
52845.8 9375.56
52763.6 9332.5
52852.8 9337.22
52887.5 9308.89
52880.8 9289.17
52882.8 9247.22
52918.9 9250.83
52928.9 9261.11
52961.1 9235.83
52911.1 9213.89
52937.8 9203.61
52923.1 9180.56
52993.9 9213.61
52975 9208.33
52946.7 9229.44
52981.4 9213.06
53018.9 9170.56
53041.1 9147.5
53116.9 9235.56
53124.7 9248.61
53125.8 9119.44
53118.9 9036.11
53120.6 8960.56
53127.8 8946.67
53107.5 8903.06
53146.1 8915.28
53181.7 8937.78
53218.9 8886.67
53196.9 8926.94
53221.4 8940.83
53155.3 8910
53136.7 8885.83
53206.4 8865.83
53172.2 8923.89
53164.4 8931.39
53105 8948.06
53010.3 8944.44
52988.6 8916.39
52939.4 8893.33
52931.4 8853.89
53014.4 8851.39
52998.9 8885.28
52959.7 8956.11
53029.2 8965
53071.1 8941.11
53070 8898.06
53018.6 8864.72
53015.3 8772.78
53026.7 8763.06
52955.8 8685.56
52964.7 8645.28
52985.8 8643.89
52982.8 8681.11
52899.7 8696.67
52866.7 8600
52883.9 8601.11
52917.2 8580.56
52941.4 8571.67
52920.3 8723.33
52879.4 8717.22
52905.6 8710.56
52976.1 8688.61
53064.2 8612.22
53064.2 8583.61
53046.7 8539.17
53066.7 8450
53103.9 8476.39
53141.9 8415.56
53144.2 8390.83
53168.1 8390.56
53208.1 8370.83
53270.3 8341.67
53279.7 8316.39
53287.8 8350.28
53255.6 8346.11
53302.2 8312.5
53433.3 8483.33
53416.7 8579.72
53466.7 8500
53500 8433.33
53483.3 8266.67
53466.7 8216.67
53516.7 8316.67
53533.3 8350
53416.7 8483.33
53393.3 8475.83
53414.2 8443.06
53379.4 8485
53361.4 8480.83
53348.3 8466.11
53343.9 8408.33
53363.3 8445.83
53383.9 8431.94
53433.3 8433.33
53416.1 8345.56
53395.6 8329.44
53382.5 8297.78
53420.8 8324.17
53355.6 8345.56
53361.7 8334.72
53390.3 8277.22
53342.2 8266.39
53360.8 8236.39
53361.7 8220
53381.4 8193.89
53362.8 8115.56
53298.6 8122.22
53323.6 8100.28
53331.9 8066.11
53283.3 8100
53206.1 8088.89
53213.3 8029.72
53277.8 8037.22
53300 8000
53375.3 8068.33
53396.7 7975.56
53394.4 7998.33
53400 7983.33
53422.8 7937.22
53433.3 7950
53415.6 7980.56
53433.3 7966.67
53405.8 7973.33
53348.1 7984.72
53353.3 7974.72
53344.4 7966.94
53366.4 7974.17
53366.7 7933.33
53325.6 7883.06
53212.5 7805
53217.5 7797.22
53194.7 7747.22
53226.9 7791.39
53190.6 7775.28
53136.1 7807.5
53114.2 7804.17
53086.4 7802.5
53108.3 7876.67
53113.9 7890.28
53081.7 7848.06
53033.6 7920.28
53049.4 7907.78
53080.6 7892.5
53085.6 7905.28
53059.7 7857.78
53077.2 7832.22
53040.6 7806.39
52951.1 7801.67
53008.3 7839.17
53020.6 7941.67
53009.2 7927.78
53000.8 7924.44
53060.3 7971.94
53091.4 7913.33
53077.2 7897.22
53093.3 7885.83
53133.6 7888.06
53155.8 7882.78
53143.1 7988.06
53170.3 8021.94
53151.1 8012.5
53188.1 8049.44
53213.3 8061.39
53188.6 8040.83
53203.3 8054.72
53227.2 8048.33
53238.9 8056.67
53226.4 8068.61
53197.5 8132.5
53166.4 8151.39
53146.7 8193.61
53150 8200
53174.4 8220.28
53238.1 8234.44
53263.3 8211.67
53309.4 8114.17
53314.2 8202.22
53399.4 8196.11
53383.3 8166.67
53405 8145.83
53483.3 8133.33
53483.3 8083.33
53533.3 8066.67
53550 7950
53666.7 7983.33
53600 7933.33
53466.7 8000
53396.4 8043.33
53413.3 8048.89
53345 8090
53339.4 8060
53318.6 8068.33
53279.4 8099.17
53265.3 8113.06
53216.7 8050
53299.7 8070.56
53386.7 8073.61
53421.1 8029.72
53566.7 7883.33
53600 7866.67
53616.7 7833.33
53533.3 7783.33
53600 7766.67
53583.3 7650
53550 7716.67
53483.3 7666.67
53433.3 7700
53401.4 7735.56
53370.6 7761.94
53416.1 7669.44
53393.9 7717.22
53409.4 7715.56
53354.4 7627.78
53341.4 7648.89
53371.4 7589.17
53329.4 7624.44
53339.7 7603.06
53324.4 7682.78
53345 7675.28
53287.8 7658.61
53321.4 7668.33
53309.7 7669.44
53373.3 7706.67
53357.5 7708.33
53392.8 7685.56
53433.3 7650
53400 7638.89
53450 7633.33
53433.3 7583.33
53414.2 7633.61
53375 7656.11
53332.2 7673.61
53323.6 7698.06
53342.5 7702.5
53329.4 7812.78
53330.3 7818.89
53277.5 7776.67
53269.2 7776.39
53288.9 7746.67
53303.1 7786.11
53283.3 7750
53276.7 7708.06
53247.2 7687.5
53225 7676.67
53224.4 7613.89
53247.5 7579.44
53201.7 7626.94
53187.8 7625
53235.3 7643.06
53276.9 7661.94
53242.2 7617.5
53277.2 7630.56
53334.2 7580.83
53309.4 7548.06
53250.6 7507.22
53348.9 7553.89
53369.4 7503.33
53335 7473.89
53344.4 7427.78
53384.4 7411.94
53400.8 7383.33
53348.1 7381.11
53364.2 7393.89
53288.9 7451.39
53328.3 7473.61
53359.7 7487.5
53373.6 7446.39
53383.6 7466.67
53405 7464.17
53376.7 7462.78
53377.8 7490.83
53363.9 7472.5
53418.9 7457.5
53407.8 7543.06
53394.2 7524.44
53350.6 7444.44
53323.1 7433.61
53353.6 7419.17
53414.2 7296.11
53367.5 7213.89
53340.6 7277.22
53299.7 7255
53309.7 7234.44
53331.4 7213.61
53255.3 7256.94
53285.3 7256.94
53296.1 7289.44
53221.4 7219.44
53233.3 7200
53185.6 7246.94
53191.4 7277.78
53200 7316.67
53226.7 7291.67
53187.5 7278.89
53235.3 7320
53192.8 7351.67
53243.6 7377.22
53272.2 7366.94
53325.6 7323.61
53331.7 7353.89
53346.9 7350
53361.1 7326.67
53390.8 7279.72
53391.7 7331.11
53301.7 7315.56
53311.4 7264.72
53329.7 7253.61
53332.5 7192.22
53335.6 7200.28
53352.2 7201.67
53392.8 7210.56
53411.1 7201.11
53342.2 7133.06
53305.3 7041.11
53280.6 7026.11
53258.6 7014.72
53162.5 7059.72
53217.2 7002.22
53234.2 7030.83
53255.8 7065.56
53289.7 7045.83
53354.7 7055.56
53349.4 7080.28
53345.3 7049.72
53236.7 7048.06
53233.3 7048.89
53180.8 7073.33
53166.9 7059.44
53140.6 7066.39
53162.8 7040.28
53134.2 7094.17
53100.3 7074.17
53064.4 7048.33
53030.6 6965
53014.2 6954.17
53017.5 6909.17
53008.3 6940
53063.9 6920.56
53050 6892.78
53083.6 6945.83
53108.9 6912.22
53096.7 6918.06
53145 6920.56
53211.7 6923.33
53235 6883.06
53206.4 7000.83
53242.2 6949.72
53233.1 6951.94
53249.2 6953.89
53236.9 6948.89
53137.5 6980.28
53095.8 6951.11
53053.3 6937.5
53034.4 7005.56
53063.6 6960.83
53066.1 6998.06
53030.6 7020.28
53005.8 7050.83
52895.3 7121.67
52887.5 7159.72
52842.2 7172.22
52860 7166.94
52837.5 7173.06
52873.6 7162.78
52922.8 7173.06
52910 7178.89
52888.1 7170.56
52842.5 7257.22
52827.2 7228.89
52817.5 7251.39
52796.4 7288.06
52769.4 7271.11
52766.7 7266.67
52851.1 7328.89
52788.9 7330.28
52789.4 7388.61
52805.3 7461.67
52815.6 7467.22
52873.1 7555.83
52791.9 7567.5
52773.3 7611.39
52734.4 7593.06
52584.7 7603.61
52613.6 7582.78
52638.1 7606.11
52574.4 7550.28
52587.2 7540
52615.8 7640.28
52590.3 7665
52568.3 7671.39
52516.1 7588.06
52593.3 7562.5
52695.3 7456.67
52662.2 7436.39
52599.7 7363.89
52612.8 7376.94
52606.4 7387.5
52657.2 7379.44
52622.2 7363.06
52668.6 7407.22
52707.8 7402.5
52734.7 7530.56
52650 7536.67
52627.5 7541.39
52510 7504.17
52647.2 7481.94
52677.2 7438.33
52690.3 7477.22
52657.8 7550.56
52707.2 7558.89
52690.6 7536.39
52685 7591.67
52676.7 7599.17
52698.1 7625.28
52773.6 7642.22
