DATASET: dj38.tsp
52260 9708.06
52233.3 9700
52210.3 9639.72
52200.3 9671.39
52164.2 9628.33
52142.5 9631.39
52133.3 9583.33
52116.7 9566.67
52271.4 9461.67
52233.3 9466.67
52241.4 9464.72
52218.9 9416.67
52208.3 9428.89
52196.7 9423.61
52216.7 9383.33
52222.5 9410
52241.1 9386.11
52240.3 9400.28
52266.7 9366.67
52183.3 9400
52148.9 9422.5
52150.8 9430.56
52165.3 9415.28
52173.3 9404.44
52155.6 9382.5
52120.3 9393.89
52055.8 9386.39
52013.3 9357.22
52029.7 9354.72
52008.9 9326.11
52058.6 9305.56
52066.7 9333.33
52054.2 9323.61
52066.7 9283.33
52123.9 9225.83
52133.3 9216.67
52116.7 9216.67
52050 9200
52049.2 9165.83
52041.4 9134.17
52067.8 9126.11
52108.9 9154.44
52095.8 9180.56
52085.3 9193.33
52083.3 9216.67
52083.3 9183.33
52079.4 9175.56
52091.4 9161.67
52087.2 9161.39
51933.3 9166.67
51931.4 9190.28
51900 9166.67
51933.3 9133.33
52034.4 9110.56
51961.4 9080.28
51966.7 9033.33
51999.7 9061.39
52044.4 9060.56
52068.6 9026.67
52116.7 9033.33
52116.7 8983.33
52107.8 8981.94
52148.9 8966.39
52187.5 8966.11
52217.8 9021.39
52209.4 9026.11
52150 9066.67
52145.3 9098.89
52166.7 9166.67
52170.8 9117.22
52161.1 9115.56
52174.4 9082.78
52179.2 9035.83
52191.7 9027.78
52150 9050
52098.6 9098.33
52066.7 9116.67
52116.7 9116.67
52151.1 9163.61
52196.9 9168.06
52173.9 9262.78
52198.6 9242.5
52310 9226.67
52283.3 9216.67
52341.1 9264.44
52324.4 9269.44
52344.7 9307.5
52316.7 9266.67
52279.2 9281.11
52300 9300
52358.9 9332.22
52354.7 9344.17
52410.3 9340
52417.5 9273.61
52381.4 9302.5
52401.4 9319.72
52350 9333.33
52310.8 9348.06
52306.4 9353.06
52319.4 9359.44
52304.4 9404.44
52318.3 9382.5
52333.3 9383.33
52350 9416.67
52397.2 9489.72
52476.9 9505
52470.8 9541.11
52488.3 9575.56
52461.9 9600.28
52490.3 9646.11
52495.8 9575.83
52569.4 9616.11
52467.5 9535.28
52490.3 9528.06
52550.8 9560.56
52679.2 9644.17
52675 9608.61
52666.9 9588.33
52622.5 9644.44
52634.7 9595.28
52633.3 9500
52639.7 9483.33
52681.4 9481.67
52671.4 9538.33
52716.9 9586.67
52806.7 9465.56
52816.9 9450.83
52801.1 9454.17
52820.8 9416.67
52783.6 9397.5
52806.1 9381.39
52796.7 9365.83
52763.6 9332.5
52745.6 9428.06
52699.2 9387.22
52735.6 9492.78
52736.4 9493.61
52738.3 9569.44
52733.3 9516.67
52731.9 9522.78
52718.1 9451.94
52610.8 9393.89
52647.8 9315.83
52628.1 9333.33
52668.3 9327.22
52698.9 9344.72
52710.3 9260.56
52733.3 9300
52766.9 9265
52673.6 9309.44
52652.5 9293.61
52702.2 9301.67
52721.4 9318.61
52683.9 9355.83
52607.5 9314.72
52570.3 9282.78
52666.7 9400
52700.8 9420.83
52733.3 9583.33
52704.4 9603.33
52659.7 9654.44
52648.6 9700.83
52603.3 9708.06
52523.6 9669.44
52543.3 9654.44
52509.7 9671.67
52627.8 9764.44
52634.2 9729.44
52598.1 9771.67
52566.9 9850
52567.5 9814.72
52632.2 9751.67
52622.5 9731.11
52504.4 9658.61
52482.5 9680.56
52451.4 9662.5
52382.8 9589.44
52407.5 9605.83
52366.9 9597.5
52356.7 9605.56
52388.9 9685
52428.1 9699.72
52403.3 9733.33
52368.1 9770.83
52353.6 9756.11
52383.3 9733.33
52366.1 9687.22
52358.3 9710.56
52363.6 9733.61
52413.3 9731.94
52416.7 9687.5
52412.5 9683.61
52407.2 9715.56
52350 9683.33
52300 9700
52331.1 9664.44
52281.7 9680.83
52289.7 9655.83
52241.7 9656.94
52230.6 9650
52257.5 9620.83
52242.8 9610.83
52250 9583.33
52183.3 9583.33
52166.7 9600
52151.7 9600
52166.7 9550
52151.9 9553.61
52150 9583.33
52158.3 9578.89
52100 9633.33
52123.1 9669.44
52136.7 9675.83
52116.7 9666.67
52094.4 9694.44
52084.2 9696.11
52066.7 9716.67
52078.9 9697.78
52045 9718.61
51936.7 9789.44
51971.4 9777.5
52082.2 9768.89
52086.1 9767.5
52058.9 9746.94
51981.7 9857.22
51933.6 10018.3
51939.4 10035.6
51913.6 10034.2
51908.3 10064.4
51929.4 9995.28
51950 10116.7
51973.1 10144.7
51905.8 10132.5
51848.1 10073.1
51785.6 10062.8
51779.2 10076.9
51725.3 9968.89
51707.8 9954.17
51740.3 9947.5
51643.3 9951.94
51639.4 9963.61
51746.1 9900.83
51833.3 9900
51838.9 9980.56
51842.8 10028.6
51928.3 9951.39
51876.7 9886.94
51940.3 9900.56
51987.2 9937.22
51975.3 9895.56
51988.3 9871.39
51965.6 9909.72
52001.9 9936.39
52033.3 9983.33
52027.2 9974.72
52012.2 9960.83
52038.3 9953.89
52076.1 9915.83
52058.1 9937.78
52054.2 9977.5
52056.9 9950.56
52062.2 9922.5
52081.7 9920.28
52116.1 9902.78
52112.8 9854.44
52070 9901.11
52108.3 9894.17
52160.6 10030.3
52270.6 10029.4
52258.1 10022.5
52151.7 10056.7
52169.7 10078.3
52141.1 10118.1
52142.5 10160.3
52125 10115
52122.8 10140.3
52133.9 10143.6
52019.2 10145.6
51991.4 10208.9
52126.9 10313.6
52162.5 10319.7
52184.7 10315.8
52202.2 10307.5
52185.3 10338.1
52225.3 10301.1
52210.8 10321.1
52200.8 10334.4
52213.1 10308.6
52157.2 10353.1
52145.3 10337.8
51965 10266.4
51948.6 10222.2
51956.1 10287.5
51956.9 10210.8
51958.6 10237.8
52133.3 10230.3
52126.1 10226.4
52179.4 10286.9
52170 10341.7
52175 10409.2
52190.6 10380
52190.6 10429.7
52194.4 10423.3
52178.6 10448.6
52168.6 10445.3
52157.5 10442.5
52131.4 10457.2
52138.3 10461.9
52150 10461.7
52155.3 10457.2
52166.7 10416.7
52141.7 10385.6
52132.5 10366.9
52109.4 10398.3
52117.5 10403.3
52129.4 10407.5
52103.1 10433.1
52162.5 10393.6
52186.9 10363.9
52219.2 10341.1
52194.2 10359.2
52203.1 10365.8
52220.8 10365.3
52216.1 10355.6
52231.7 10332.8
52233.3 10316.7
52239.7 10299.4
52235.3 10300.6
52239.7 10208.1
52235.8 10185.6
52216.7 9950
52280.8 9867.5
52287.2 9857.78
52280.8 9841.39
52171.4 9778.61
52137.2 9748.89
52133.9 9770
52117.8 9800
52116.1 9828.06
52161.7 9877.22
52205.8 9979.17
52225.3 9922.22
52182.5 9991.39
52155.6 9934.44
52149.7 9968.06
52239.7 10110.8
52247.2 10066.4
52260 10162.2
52266.9 10164.2
52276.9 10168.6
52271.7 10172.5
52250.6 10164.2
52224.2 10139.7
52152.8 10125
52304.4 10045.8
52311.7 10016.9
52308.3 9844.17
52439.7 9760.83
52445.8 9766.67
52433.3 9791.94
52418.6 9812.22
52395 9833.61
52364.7 9820.56
52369.4 9816.11
52350 9816.67
52350 9750
52361.7 9828.89
52383.3 9833.61
52420.8 9852.78
52400 9900.28
52550 9867.22
52585.8 9866.67
52583.6 9850
52614.7 9776.11
52575 9891.11
52409.4 9934.44
52416.9 9916.94
52249.4 10042.8
52260.3 10181.7
52247.5 10178.1
52229.2 10179.7
52166.9 10289.7
52154.2 10282.2
52141.9 10289.7
52140.8 10268.9
52132.2 10198.3
52126.1 10177.2
52150.6 10177.2
52160.3 10193.3
52133.3 10200
52018.9 10105
52014.2 10101.4
52010.3 10103.3
51942.2 10094.4
52035.8 10022.8
52014.7 10001.4
51972.2 10070.3
51975.6 10150.3
51858.3 10168.1
51851.4 10166.7
51891.7 10217.8
51898.1 10242.8
51899.4 10248.6
51904.4 10278.1
51845.6 10296.7
51926.9 10287.2
51916.7 10316.7
51893.3 10396.4
51867.5 10373.6
51886.1 10361.7
51908.9 10328.3
51875.6 10347.2
51854.7 10362.2
51880.8 10312.8
51800 10283.3
51857.8 10297.2
51868.6 10262.8
51929.7 10260
51934.7 10241.1
51881.1 10196.4
51847.8 10242.2
51833.3 10250
51783.3 10333.3
51816.7 10283.3
51800 10166.7
51833.3 10166.7
51815.8 10158.3
51766.7 10100
51850.8 10124.7
51677.8 10000.6
51716.7 9950
51720.3 9916.94
51740.6 9895.56
51745.8 9863.61
51756.9 9855
51763.1 9781.11
51754.4 9776.39
51750 9766.67
51861.4 9630.56
51855.8 9619.17
51908.9 9608.06
51916.7 9566.67
51874.4 9559.17
51883.3 9583.33
51868.1 9531.67
51890.8 9486.11
51883.6 9530.56
51900 9533.33
51910 9520.56
51900 9616.67
51879.7 9643.06
51838.6 9740.83
51941.4 9699.17
51962.8 9720
52031.7 9711.94
52048.6 9857.5
52075 9765.83
52100 9783.33
52110.6 9773.61
52121.7 9772.5
52113.3 9743.33
52086.4 9748.33
52112.2 9726.11
52146.1 9701.39
52125.3 9710.56
52099.7 9680.28
52063.6 9699.44
52066.7 9683.33
52066.7 9633.33
51950 9683.61
51951.9 9654.17
51933.3 9633.33
51866.7 9683.33
51881.7 9665.28
51866.7 9666.67
51871.4 9678.89
51916.7 9716.67
51893.3 9750.56
51850 9750
51776.1 9770.56
51766.7 9850
51855.8 9847.78
51853.1 9827.5
51837.2 9836.39
51790 9812.22
51826.7 9742.5
51814.4 9757.78
51713.3 9720
51727.2 9780.56
51683.3 9700
51700.8 9725
51682.5 9651.94
51691.7 9670.56
51620.6 9680.83
51561.9 9781.39
51571.4 9743.89
51520.8 9656.11
51524.4 9602.22
51550 9588.61
51591.4 9583.33
51606.4 9469.17
51580.6 9499.72
51572.8 9480.83
51550 9466.67
51557.8 9412.5
51583.3 9433.33
51610.3 9515
51616.7 9533.33
51683.6 9374.72
51706.9 9430.28
51657.8 9382.22
51658.9 9343.33
51682.5 9297.5
51613.1 9266.11
51656.7 9272.5
51639.4 9313.06
51640.3 9295.83
51650 9266.67
51674.4 9280.83
51704.7 9266.11
51681.9 9232.78
51650.6 9179.72
51677.2 9164.72
51634.2 9224.17
51646.4 9221.94
51748.6 9205.83
51786.1 9216.94
51815 9233.33
51858.3 9240
51765.3 9291.39
51733.1 9291.39
51743.6 9305.83
51808.1 9330.83
51783.6 9322.22
51797.5 9273.89
51855.6 9283.89
51859.2 9291.94
51881.4 9318.33
51873.6 9280.83
51900 9250
51880.6 9246.11
51896.9 9205.56
51878.6 9168.06
51869.4 9141.11
51818.6 9105.28
51833.3 9116.67
51870.8 9083.06
51858.6 9098.06
51874.4 9091.94
51936.7 9087.5
51932.2 9069.17
51918.9 9085.83
51846.7 9108.06
51824.4 9121.94
51781.1 9155.56
51760.6 9096.94
51790.6 9138.89
51861.1 9189.44
51917.2 9248.61
51916.7 9216.67
51856.7 9175.28
51829.4 9197.78
51850 9233.33
51981.7 9251.94
51958.1 9195.56
51940.6 9254.17
51856.9 9166.11
51792.8 9132.5
51866.7 9181.11
51762.5 9190
51776.9 9170.83
51700.8 9129.44
51716.7 9116.67
51708.6 9081.39
51731.1 9073.61
51770 9039.17
51727.8 9024.72
51666.7 9016.67
51766.7 8966.67
51756.7 8987.78
51736.9 8956.94
51741.7 8938.06
51743.1 8914.17
51732.2 8953.89
51796.1 8950.56
51784.7 8924.17
51771.7 8961.11
51793.1 9023.89
51846.1 8996.94
51869.4 9026.94
51858.9 9023.61
51833.3 9033.33
51807.5 9054.44
51795.6 9078.89
51819.2 9089.44
51848.1 9035.56
51826.9 9074.44
51878.3 9059.44
51916.1 9058.89
51913.6 9053.89
51916.7 9033.33
51926.4 9009.17
51869.7 9023.89
51881.9 9024.44
51910.3 9022.78
51866.7 9050
51901.9 9002.5
51956.7 8961.11
51950 8950
51917.5 8940
51900 8950
51900 8966.67
51807.8 8990.56
51778.9 8904.17
51791.1 8865.28
51765.6 8885
51776.7 8893.06
51782.2 8873.61
51784.4 8874.44
51798.6 8851.67
51825.3 8859.72
51834.4 8877.22
51860 8880
51846.7 8891.11
51868.1 8873.33
51932.2 8857.22
51865.8 8851.39
51847.8 8841.94
51900 8850
51865.8 8787.22
51864.7 8806.11
51888.9 8807.78
51877.8 8798.06
51900 8783.33
51900.6 8793.06
51857.2 8738.89
51886.9 8764.17
51874.4 8737.78
51901.9 8753.89
51916.7 8750
51936.4 8770
51904.2 8741.11
51885.6 8709.72
51872.8 8719.72
51845 8701.11
51850 8716.67
51836.4 8748.33
51843.9 8741.11
51821.7 8779.72
51819.4 8788.06
51792.8 8788.33
51760 8796.11
51740.3 8815.83
51736.7 8785.56
51756.4 8741.94
51764.7 8754.17
51746.9 8742.5
51717.5 8742.5
51727.5 8780
51691.9 8721.94
51656.7 8637.22
51684.4 8572.78
51670.6 8570.83
51675 8576.39
51641.9 8575.28
51667.8 8600.28
51634.7 8563.89
51645.3 8595.56
51690.8 8601.67
51682.5 8648.89
51695.6 8664.72
51650.8 8645
51671.7 8714.72
51631.9 8713.06
51597.2 8726.94
51608.3 8779.44
51633.1 8775.28
51635 8776.11
51635.3 8826.67
51642.2 8773.06
51666.7 8750
51664.2 8742.22
51577.8 8749.44
51582.2 8718.89
51595.3 8775.28
51606.1 8853.61
51603.3 8829.72
51707.2 8854.17
51646.7 8834.72
51638.9 8839.72
51662.5 8861.11
51687.8 8845
51692.8 8860.56
51650 8900
51615 8858.89
51623.1 8870.56
51612.2 8855.83
51577.5 8881.67
51553.3 8912.22
51654.4 8873.89
51653.9 8945.28
51590.6 8947.78
51587.2 8979.44
51583.6 9002.22
51601.9 9018.61
51622.8 9038.33
51634.7 9055.56
51583.6 9069.72
51567.5 9079.17
51566.7 9033.33
51573.3 9062.5
51551.9 9132.22
51533.3 9116.67
51531.9 9146.67
51526.4 9183.33
51515.8 9193.89
51500.8 9229.72
51513.6 9233.06
51540.6 9208.06
51550 9133.33
51635.8 9178.06
51660 9154.17
51652.2 9155.56
51616.7 9083.33
51617.2 9097.78
51608.1 9103.33
51603.6 9092.22
51573.1 9118.89
51571.7 9138.89
51585 9186.67
51632.8 9230.56
51600.8 9137.78
51592.5 9130
51711.9 9040.56
51756.4 9054.72
51760.3 9039.44
51701.7 9025.56
51705.6 9068.06
51700 9066.67
51663.1 9074.44
51679.4 8990.56
51687.8 8983.33
51675.3 8941.39
51688.3 8953.06
51661.1 8995
51648.9 8991.39
51644.7 9065.56
51554.4 8957.78
51550 8916.67
51592.2 8908.61
51566.7 8914.44
51616.9 8940.28
51621.7 8975.28
51629.2 8975.83
51601.4 8958.89
51603.6 8973.89
51610.3 8978.06
51616.4 8978.61
51650 8966.67
51646.9 8963.89
51659.4 8929.44
51672.2 8905.28
51685 8901.39
51693.6 8890
51724.7 8862.5
51765.8 8818.89
51792.5 8837.78
51807.5 8836.11
51824.7 8807.78
51851.4 8794.17
51758.6 8709.44
51780.3 8721.94
51786.4 8743.61
51789.4 8703.89
51806.4 8694.44
51813.1 8710.28
51792.2 8673.33
51781.9 8665.28
51788.6 8640.83
51757.5 8666.94
51706.4 8677.78
51675.6 8693.33
51768.1 8659.17
51772.8 8681.39
51806.9 8652.78
51820.3 8608.06
51807.2 8633.61
51830.6 8585.28
51850 8582.78
51863.1 8580
51923.3 8605.56
51998.3 8628.61
51998.6 8694.44
51983.3 8700
52001.1 8731.94
51968.9 8707.22
51936.9 8698.61
51979.2 8687.5
51908.9 8578.06
51926.7 8557.22
51922.8 8554.44
51933.3 8566.67
51973.3 8555.28
51948.9 8550.28
51967.8 8531.11
51959.4 8525
51988.6 8479.72
52145.8 8513.89
52151.9 8503.89
52155.6 8512.5
52131.7 8628.33
52183.3 8683.33
52183.3 8633.33
52157.5 8650.83
52250.8 8654.72
52275.3 8647.78
52333.9 8628.06
52320.3 8618.61
52291.7 8555.56
52267.2 8510
52260 8498.06
52266.7 8550
52251.7 8541.39
52239.2 8542.78
52234.7 8584.44
52181.4 8556.67
52208.1 8556.11
52223.3 8581.94
52211.1 8603.89
52201.1 8606.94
52166.7 8583.33
52133.3 8550
52095.8 8588.89
52101.9 8601.94
52093.1 8550.83
52050 8566.67
52050.3 8597.5
52066.7 8600
52080 8541.11
52095.3 8433.06
52129.2 8451.67
52140 8455.28
52184.7 8334.17
52209.2 8321.11
52243.1 8314.44
52168.3 8289.17
52161.1 8318.89
52135.8 8361.94
52117.2 8345
52078.9 8340.56
52176.1 8402.78
52155.6 8451.67
52173.3 8462.5
52220.3 8501.39
52256.1 8471.67
52300.6 8382.22
52278.3 8366.39
52261.9 8356.11
52253.1 8363.61
52211.9 8351.94
52221.9 8413.61
52211.4 8415.28
52198.9 8407.78
52219.7 8385.56
52234.4 8331.67
52186.7 8357.5
52171.7 8372.78
52023.1 8490
52043.9 8424.72
52056.1 8415.83
52120.6 8415.83
52125.3 8410
52149.4 8400.56
52138.3 8396.67
52158.6 8411.11
52194.7 8450.28
52193.1 8517.78
52163.6 8529.72
52150 8566.67
52133.3 8600
52083.3 8633.33
52127.2 8637.78
52134.4 8639.44
52083.3 8700
52022.2 8699.72
51982.2 8694.44
51966.7 8733.33
51983.3 8750
51971.7 8757.5
52034.7 8836.39
52066.7 8833.33
52050 8883.33
52103.9 8905.83
52113.3 8915.83
52136.4 8956.94
52121.4 8956.94
52083.3 8966.67
51967.8 8982.5
51916.4 8984.44
51877.8 9000
51851.4 8984.44
51865.8 8982.78
51842.2 8935.28
51922.2 8897.22
51995.3 8890.56
52054.4 8853.61
51983.3 8833.33
52004.4 8830
52031.1 8768.89
52028.9 8746.11
51995.3 8789.44
51983.3 8766.67
52006.1 8749.44
52030 8692.5
52033.3 8666.67
52081.4 8678.06
52071.7 8640
52079.7 8626.39
52104.7 8691.39
52181.1 8698.33
52211.7 8692.22
52242.8 8703.33
52276.1 8717.5
52213.3 8803.33
52271.4 8847.78
52250 8800
52266.7 8733.33
52278.3 8736.11
52324.7 8765.28
52300 8800
52319.7 8851.39
52333.3 8850
52304.7 8857.78
52285.8 8873.89
52292.2 8855.56
52266.7 8883.33
52217.2 8876.39
52200 8833.33
52183.3 8813.06
52200 8800
52216.7 8816.67
52236.4 8887.22
52233.3 8900
52206.9 8902.78
52202.5 8855.56
52154.2 8846.39
52150 8800
52166.7 8783.33
52116.7 8783.33
52141.4 8812.22
52100 8866.67
51962.5 8910.28
51965 8936.67
51983.3 8933.33
51879.2 8858.06
51977.8 8835.83
51970 8834.72
51932.2 8811.39
51958.3 8781.94
51966.7 8783.33
51933.3 8800
51920.8 8723.33
51933.3 8650
51950.3 8614.17
51982.8 8613.06
52016.7 8600
52016.7 8583.33
52042.2 8565.56
51966.7 8583.33
51916.7 8600
51933.3 8600
51981.1 8570.83
51990.6 8540.56
52011.4 8563.89
51992.8 8570.83
51981.4 8513.89
52047.5 8408.33
51974.7 8463.06
51961.1 8459.44
51915.8 8399.72
51926.4 8389.17
51914.4 8363.33
51907.5 8379.72
51916.1 8386.67
51934.2 8378.61
51935 8386.39
51963.1 8409.17
51993.6 8394.72
51980.6 8375.83
51963.3 8381.67
52007.2 8405.28
52077.5 8366.94
51969.7 8439.17
51998.9 8452.22
51966.4 8470.83
51918.1 8470.56
51933.6 8481.67
51877.2 8535.28
51883.3 8583.33
51866.7 8566.67
51859.4 8559.17
51835.3 8493.33
51827.5 8463.89
51823.9 8462.78
51822.5 8419.17
51811.4 8463.06
51819.7 8496.39
51883.1 8447.78
51896.9 8410
51861.7 8388.33
51865 8362.78
51832.5 8357.5
51875.6 8344.44
51873.9 8344.44
51870 8383.06
51833.3 8411.94
51724.7 8406.94
51761.4 8416.39
51755.3 8437.5
51765.3 8453.33
51738.9 8490
51719.2 8501.94
51692.2 8499.72
51745.6 8439.72
51718.3 8451.67
51691.7 8443.06
51703.3 8502.22
51725.3 8521.11
51676.9 8549.17
51706.4 8521.67
51707.5 8530.56
51777.5 8497.78
51801.1 8493.61
51814.2 8536.94
51774.7 8526.94
51735.8 8552.22
51744.4 8610.28
51728.3 8618.89
51712.8 8634.44
51762.8 8603.33
51785 8610.28
51767.2 8561.39
51771.1 8615
51866.7 8666.67
51875.8 8666.67
51950 8683.33
51960 8690
51952.8 8657.22
51924.7 8648.89
51934.4 8630
51908.9 8601.94
51890.3 8622.78
51883.3 8633.33
51883.6 8677.22
51863.9 8643.06
51824.7 8656.11
51849.7 8645
51866.7 8650
51861.7 8647.22
51868.6 8615.56
51883.3 8600
51906.1 8545.56
51901.4 8521.39
51877.5 8491.67
51868.1 8438.61
51874.4 8435
51877.2 8445
51910.3 8471.39
51898.6 8495.83
51886.1 8513.89
51924.7 8516.39
51916.7 8466.67
51937.5 8449.17
51955.3 8417.5
51950.6 8376.11
51987.2 8362.22
51991.7 8341.94
52011.4 8344.17
51981.1 8326.11
51963.9 8342.22
51911.1 8361.11
51877.8 8348.61
51892.2 8340.83
51900 8333.33
51956.4 8340.56
51908.3 8263.33
51961.4 8294.44
51998.6 8245.83
52017.2 8251.11
51987.2 8227.78
51972.2 8279.44
52033.1 8279.72
52002.2 8315.28
51976.9 8301.67
51988.6 8299.17
52076.9 8281.94
52048.3 8265.83
52066.7 8233.33
52176.4 8244.17
52157.5 8276.11
52135.8 8275.83
52151.4 8243.06
52166.7 8219.72
52159.7 8192.78
52142.5 8223.33
52105.3 8244.72
52094.2 8240.56
52097.5 8273.33
52053.6 8257.78
52037.5 8256.94
52035.3 8262.78
52046.1 8264.72
51983.1 8187.22
52032.8 8198.61
52092.8 8173.61
52098.1 8201.94
52062.8 8208.33
52070 8218.06
52139.7 8203.61
52169.4 8183.06
52113.6 8090.83
52123.1 8086.11
52139.7 8084.72
52150 8083.33
52179.7 8103.06
52146.7 8053.61
52135.3 8042.78
52059.2 8098.61
52047.8 8119.44
51974.4 8136.39
52004.7 8149.72
51946.1 8111.67
51913.6 8128.06
51907.8 8147.22
51941.1 8178.89
51964.7 8150.83
51921.9 8182.5
51929.4 8185.56
51909.4 8173.61
51890.3 8213.06
51866.7 8200
51863.3 8165.56
51797.8 8187.5
51820.8 8184.44
51863.3 8233.33
51878.1 8185.83
51919.7 8260.56
51870.8 8206.94
51896.1 8165
51848.6 8195.56
51844.2 8168.33
51805.8 8182.5
51796.9 8168.89
51811.7 8146.67
51818.1 8134.72
51808.3 8108.33
51828.1 8080.83
51854.4 8070.83
51870.3 8049.17
51895.3 8045.83
51843.9 8036.67
51833.3 8016.11
51821.7 8052.22
51835.3 8036.11
51896.1 8018.33
51968.3 8097.22
51933.9 8096.11
51943.1 8040.28
52016.7 8116.67
51993.6 8107.22
52014.2 8110.56
52040.3 8167.78
52048.1 8175.28
52129.2 8129.44
52094.7 8124.17
52082.5 8152.22
52122.5 8133.06
52090.8 8110.56
52020.6 8065
51995.3 8036.39
52050.3 8022.78
52057.8 7990
52027.2 7943.89
52040.3 7967.22
51994.4 7969.17
51997.8 8021.94
51976.4 8025.83
51942.2 7997.78
51990.6 7927.5
52027.5 7923.06
52048.9 7935
52070.8 7927.22
52054.4 7875
52017.8 7852.5
51986.9 7895.83
51994.7 7897.5
51921.1 7913.33
51927.2 7918.06
51875.6 8000.28
51881.9 7981.11
51890 7932.5
51882.8 7915.28
51873.3 7948.33
51938.3 7928.06
51986.4 7979.72
51972.8 8028.33
51979.2 8003.61
51963.9 7985.28
51909.2 7932.78
51895.6 7946.67
51882.2 8020.56
51910.3 8053.89
51880.3 8090.28
51862.8 8124.44
51873.9 8117.5
51930.8 8059.44
51921.9 8086.94
51907.5 8099.17
51900.6 8119.17
51852.8 8152.22
51830.6 8143.33
51851.9 8167.22
51839.2 8212.22
51846.4 8204.72
51798.3 8300.83
51789.7 8294.17
51763.3 8328.33
51735 8355.56
51780.6 8294.44
51747.2 8340.28
51741.7 8364.44
51764.4 8374.17
51811.7 8398.61
51866.1 8413.61
51874.7 8390.56
51905.6 8422.5
51930.3 8464.17
51927.8 8453.33
51893.1 8435.28
51888.9 8404.17
51895 8360.56
51900.8 8352.5
51947.2 8325.83
51850.6 8341.39
51866.7 8333.33
51850 8316.67
51826.4 8318.33
51833.9 8316.94
51863.1 8297.78
51871.1 8305.28
51883.1 8303.06
51863.1 8319.44
51857.2 8299.17
51871.1 8275.83
51900.3 8283.06
51830.6 8229.72
51862.2 8254.44
51973.3 8219.17
52009.7 8201.67
52006.9 8191.39
52042.2 8198.89
52086.9 8278.89
52150 8300
52177.2 8260.56
52184.4 8262.22
52213.9 8272.22
52239.4 8268.33
52264.7 8323.61
52294.7 8382.22
52248.9 8404.17
52268.1 8411.67
52259.2 8428.61
52246.1 8427.22
52240.8 8442.22
52272.2 8446.11
52288.9 8452.5
52308.6 8405.83
52384.7 8463.06
52388.6 8448.06
52405 8374.72
52412.8 8379.44
52424.2 8384.44
52405 8353.33
52372.5 8345.83
52463.9 8349.17
52468.1 8397.78
52473.1 8430.56
52428.3 8461.11
52347.8 8476.94
52314.7 8467.78
52380 8337.5
52482.8 8339.72
52479.7 8309.72
52503.3 8237.22
52384.2 8386.94
52396.1 8425.56
52435.8 8406.39
52355 8484.72
52379.4 8561.39
52337.8 8553.61
52351.4 8577.5
52346.4 8630.28
52415 8580.56
52405.6 8580.83
52400 8577.22
52368.9 8566.67
52387.2 8585.28
52385 8585.83
52378.1 8542.78
52393.3 8502.22
52316.7 8500
52360.3 8493.06
52342.2 8526.67
52401.7 8527.22
52438.9 8567.5
52505.8 8538.06
52513.9 8508.06
52541.4 8521.11
52612.8 8420.83
52571.7 8429.72
52593.6 8470.28
52610.6 8455.83
52635.6 8414.72
52651.1 8396.11
52646.1 8425
52677.2 8451.67
52670.6 8463.89
52644.4 8470.28
52631.7 8478.61
52620 8461.11
52596.1 8546.94
52540.8 8545
52567.2 8538.89
52530 8603.33
52482.8 8711.94
52505.6 8703.33
52510.3 8712.78
52519.4 8717.78
52421.9 8664.17
52391.1 8755.83
52401.4 8785.83
52378.1 8813.89
52422.8 8814.44
52453.6 8743.06
52475.6 8701.67
52416.9 8714.17
52411.4 8734.72
52511.7 8806.67
52533.3 8875.56
52540.3 8907.22
52553.6 8991.39
52548.6 8936.94
52605.3 8960.83
52599.7 8975.56
52621.9 8967.5
52627.2 8988.89
52683.3 8950
52645.6 8955
52611.4 9110.28
52600 9050
52575.8 9079.44
52515.8 9168.89
52495 9151.39
52504.2 9152.22
52572.5 9102.5
52657.2 9154.44
52671.7 9106.39
52760 9086.11
52773.1 9077.22
52801.7 9057.5
52751.9 9064.17
52736.4 9060.83
52719.2 9065.83
52731.7 9076.94
52811.9 9143.06
52751.1 9193.06
52644.4 9183.06
52581.4 9162.22
52559.2 9192.78
52534.2 9252.78
52536.1 9300.28
52552.8 9281.39
52572.8 9375.28
52558.6 9464.44
52503.6 9445.83
52530.8 9434.44
52545.8 9474.17
52491.7 9487.78
52525 9490
52470.6 9495.83
52429.2 9541.11
52411.7 9510.83
52394.2 9516.39
52332.8 9502.5
52300 9450
52279.2 9505
52258.9 9577.22
52369.2 9563.61
52350 9500
52256.7 9539.72
52321.4 9552.22
52391.9 9558.61
52364.4 9648.33
52405.6 9616.94
52451.9 9570.83
52417.5 9565.56
52429.2 9502.78
52446.4 9485
52503.9 9453.61
52500.6 9371.39
52461.1 9370.56
52493.3 9287.5
52544.2 9203.06
52516.7 9200
52495 9226.94
52464.4 9254.17
52467.5 9288.33
52459.7 9289.44
52454.7 9333.61
52594.4 9194.72
52653.9 9235
52650 9220.56
52623.3 9246.94
52689.7 9231.67
52764.7 9237.5
52820.6 9263.89
52852.8 9337.22
52887.5 9308.89
52866.7 9315.28
52880.8 9289.17
52928.9 9261.11
52903.1 9343.06
52861.7 9353.61
52845.8 9375.56
52800.8 9411.94
52849.7 9438.06
52946.9 9448.89
52858.9 9427.78
52855.3 9398.33
52890.6 9389.17
52953.1 9349.17
53017.2 9386.11
53050 9516.67
53250 9718.06
53246.4 9612.78
53255.6 9580
